"","homeCode","awayCode","homeTeam","awayTeam","homeScore","awayScore","date","gameID","winner","loser","type","previousHomeElo","previousAwayElo","newHomeElo","newAwayElo"
"621","PHI","DC","Phoenix","Breeze",20,23,2017-07-22,"2017-07-22-DC-PHI","Breeze","Phoenix","regular",1144.68035483994,1624.20449282556,1139.59758613133,1629.28726153417
"612","VAN","SF","Riptide","FlameThrowers",18,26,2017-07-23,"2017-07-23-SF-VAN","FlameThrowers","Riptide","regular",1252.56376171601,1638.90204157749,1240.33749858422,1651.12830470929
"613","MTL","OTT","Royal","Outlaws",31,22,2017-07-23,"2017-07-23-OTT-MTL","Royal","Outlaws","regular",1488.7277661959,1252.73732345134,1496.29610216936,1245.16898747787
"614","TOR","NY","Rush","Empire",20,14,2017-07-23,"2017-07-23-NY-TOR","Rush","Empire","regular",1707.28298199596,1420.69146848045,1712.1237116131,1415.85073886332
"615","MAD","IND","Radicals","AlleyCats",22,21,2017-07-23,"2017-07-23-IND-MAD","Radicals","AlleyCats","regular",1804.45238024857,1435.45272801735,1805.53199210313,1434.3731161628
"611","DAL","TB","Legion","Cannons",22,12,2017-07-29,"2017-07-29-JAX-DAL","Legion","Cannons","playoff",1772.02124426091,1504.3562099236,1780.85643966676,1495.52101451775
"610","MIN","PIT","Wind Chill","Thunderbirds",25,26,2017-08-04,"2017-08-04-PIT-MIN","Thunderbirds","Wind Chill","playoff",1577.37180782865,1582.82655668128,1560.54980387501,1599.64856063492
"609","DC","MTL","Breeze","Royal",28,16,2017-08-11,"2017-08-11-MTL-DC","Breeze","Royal","playoff",1629.28726153417,1496.29610216936,1648.52018631218,1477.06317739136
"606","LA","OAK","Aviators","Spiders",33,24,2017-08-12,"2017-08-12-SJ-LA","Aviators","Spiders","playoff",1527.64385866845,1495.34231004055,1555.29749177369,1467.68867693531
"607","MAD","PIT","Radicals","Thunderbirds",27,22,2017-08-12,"2017-08-12-PIT-MAD","Radicals","Thunderbirds","playoff",1805.53199210313,1599.64856063492,1814.76195813461,1590.41859460344
"608","CAR","DAL","Flyers","Legion",24,27,2017-08-12,"2017-08-12-DAL-RAL","Legion","Flyers","playoff",1662.78056751341,1780.85643966676,1636.27810996721,1807.35889721296
"604","SF","LA","FlameThrowers","Aviators",33,22,2017-08-13,"2017-08-13-LA-SF","FlameThrowers","Aviators","playoff",1651.12830470929,1555.29749177369,1673.45895905033,1532.96683743265
"605","TOR","DC","Rush","Breeze",29,26,2017-08-13,"2017-08-13-DC-TOR","Rush","Breeze","playoff",1712.1237116131,1648.52018631218,1726.60344232078,1634.0404556045
"602","DAL","TOR","Legion","Rush",21,24,2017-08-26,"2017-08-26-TOR-DAL","Rush","Legion","semi",1807.35889721296,1726.60344232078,1760.02767736071,1773.93466217302
"603","MAD","SF","Radicals","FlameThrowers",19,23,2017-08-26,"2017-08-26-SF-MAD","FlameThrowers","Radicals","semi",1814.76195813461,1673.45895905033,1756.7156701372,1731.50524704773
"601","TOR","SF","Rush","FlameThrowers",29,30,2017-08-27,"2017-08-27-SF-TOR","FlameThrowers","Rush","championship",1773.93466217302,1731.50524704773,1746.8186659728,1758.62124324795
"599","CAR","TB","Flyers","Cannons",27,22,2018-03-31,"2018-03-31-TB-RAL","Flyers","Cannons","regular",1636.27810996721,1495.52101451775,1645.97121404799,1485.82791043697
"600","DET","IND","Mechanix","AlleyCats",12,24,2018-03-31,"2018-03-31-IND-DET","AlleyCats","Mechanix","regular",1017.85911327394,1434.3731161628,1005.34844105137,1446.88378838537
"591","SF","OAK","FlameThrowers","Spiders",20,21,2018-04-07,"2018-04-07-SJ-SF","Spiders","FlameThrowers","regular",1758.62124324795,1467.68867693531,1742.64737028232,1483.66254990094
"592","LA","SD","Aviators","Growlers",30,17,2018-04-07,"2018-04-07-SD-LA","Aviators","Growlers","regular",1532.96683743265,1373.32847145155,1545.94233528845,1360.35297359574
"593","DC","MTL","Breeze","Royal",22,24,2018-04-07,"2018-04-07-MTL-DC","Royal","Breeze","regular",1634.0404556045,1477.06317739136,1610.00462987423,1501.09900312163
"594","SEA","MIN","Cascades","Wind Chill",29,28,2018-04-07,"2018-04-07-MIN-SEA","Cascades","Wind Chill","regular",1545.58251191198,1560.54980387501,1553.19062382275,1552.94169196423
"595","IND","MAD","AlleyCats","Radicals",13,20,2018-04-07,"2018-04-07-MAD-IND","Radicals","AlleyCats","regular",1446.88378838537,1756.7156701372,1431.01770369895,1772.58175482362
"596","PIT","DET","Thunderbirds","Mechanix",17,16,2018-04-07,"2018-04-07-DET-PIT","Thunderbirds","Mechanix","regular",1590.41859460344,1005.34844105137,1590.72003543591,1005.0470002189
"597","CAR","DAL","Flyers","Legion",14,17,2018-04-07,"2018-04-07-DAL-RAL","Legion","Flyers","regular",1645.97121404799,1760.02767736071,1625.88932601025,1780.10956539846
"598","TB","ATL","Cannons","Hustle",15,17,2018-04-07,"2018-04-07-ATL-TB","Hustle","Cannons","regular",1485.82791043697,1396.16439087395,1463.10989516297,1418.88240614796
"585","NY","TOR","Empire","Rush",14,18,2018-04-14,"2018-04-14-TOR-NY","Rush","Empire","regular",1415.85073886332,1746.8186659728,1404.56332632346,1758.10607851266
"586","OAK","SF","Spiders","FlameThrowers",27,28,2018-04-14,"2018-04-14-SF-SJ","FlameThrowers","Spiders","regular",1483.66254990094,1742.64737028232,1477.25345854338,1749.05646163989
"587","SEA","SD","Cascades","Growlers",16,22,2018-04-14,"2018-04-14-SD-SEA","Growlers","Cascades","regular",1553.19062382275,1360.35297359574,1509.72562444702,1403.81797297147
"588","TB","CAR","Cannons","Flyers",17,20,2018-04-14,"2018-04-14-RAL-TB","Flyers","Cannons","regular",1463.10989516297,1625.88932601025,1445.53089761968,1643.46832355354
"589","ATX","LA","Sol","Aviators",23,22,2018-04-14,"2018-04-14-LA-AUS","Sol","Aviators","regular",1357.59908285719,1545.94233528845,1371.12772916146,1532.41368898419
"590","PIT","CHI","Thunderbirds","Union",15,20,2018-04-14,"2018-04-14-CHI-PIT","Union","Thunderbirds","regular",1590.72003543591,1247.17451515917,1549.2162828534,1288.67826774167
"582","PHI","TOR","Phoenix","Rush",18,19,2018-04-15,"2018-04-15-TOR-PHI","Rush","Phoenix","regular",1139.59758613133,1758.10607851266,1138.28844522256,1759.41521942143
"583","DAL","LA","Legion","Aviators",20,17,2018-04-15,"2018-04-15-LA-DAL","Legion","Aviators","regular",1780.10956539846,1532.41368898419,1784.38485461795,1528.1383997647
"584","NSH","ATL","Nightwatch","Hustle",17,18,2018-04-15,"2018-04-15-ATL-NSH","Hustle","Nightwatch","regular",1054.29821424148,1418.88240614796,1050.06692724687,1423.11369314257
"573","SF","TOR","FlameThrowers","Rush",18,28,2018-04-21,"2018-04-21-TOR-SF","Rush","FlameThrowers","regular",1749.05646163989,1759.41521942143,1705.77212780479,1802.69955325653
"574","ATL","TB","Hustle","Cannons",19,18,2018-04-21,"2018-04-21-TB-ATL","Hustle","Cannons","regular",1423.11369314257,1445.53089761968,1430.95065674797,1437.69393401428
"575","SD","SEA","Growlers","Cascades",26,25,2018-04-21,"2018-04-21-SEA-SD","Growlers","Cascades","regular",1403.81797297147,1509.72562444702,1414.42042419901,1499.12317321948
"576","NSH","CAR","Nightwatch","Flyers",26,31,2018-04-21,"2018-04-21-RAL-NSH","Flyers","Nightwatch","regular",1050.06692724687,1643.46832355354,1046.24278252666,1647.29246827375
"577","IND","PIT","AlleyCats","Thunderbirds",27,18,2018-04-21,"2018-04-21-PIT-IND","AlleyCats","Thunderbirds","regular",1431.01770369895,1549.2162828534,1467.6671258631,1512.56686068926
"578","NY","OTT","Empire","Outlaws",28,16,2018-04-21,"2018-04-21-OTT-NY","Empire","Outlaws","regular",1404.56332632346,1245.16898747787,1417.19018469837,1232.54212910296
"579","PHI","MTL","Phoenix","Royal",26,21,2018-04-21,"2018-04-21-MTL-PHI","Phoenix","Royal","regular",1138.28844522256,1501.09900312163,1188.31404693669,1451.07340140749
"580","DET","MAD","Mechanix","Radicals",12,27,2018-04-21,"2018-04-21-MAD-DET","Radicals","Mechanix","regular",1005.0470002189,1772.58175482362,1002.54094693519,1775.08780810734
"581","MIN","CHI","Wind Chill","Union",24,23,2018-04-21,"2018-04-21-CHI-MIN","Wind Chill","Union","regular",1552.94169196423,1288.67826774167,1554.89346873193,1286.72649097397
"570","LA","OAK","Aviators","Spiders",25,16,2018-04-22,"2018-04-22-SJ-LA","Aviators","Spiders","regular",1528.1383997647,1477.25345854338,1547.24414771388,1458.14771059419
"571","DC","OTT","Breeze","Outlaws",26,19,2018-04-22,"2018-04-22-OTT-DC","Breeze","Outlaws","regular",1610.00462987423,1232.54212910296,1613.08895052439,1229.4578084528
"572","DAL","ATX","Legion","Sol",23,21,2018-04-22,"2018-04-22-AUS-DAL","Legion","Sol","regular",1784.38485461795,1371.12772916146,1785.70827140079,1369.80431237862
"568","OAK","SD","Spiders","Growlers",18,17,2018-04-27,"2018-04-27-SD-SJ","Spiders","Growlers","regular",1458.14771059419,1414.42042419901,1464.08552200195,1408.48261279126
"569","ATX","CAR","Sol","Flyers",25,23,2018-04-27,"2018-04-27-RAL-AUS","Sol","Flyers","regular",1369.80431237862,1647.29246827375,1396.16546923444,1620.93131141793
"561","SF","SD","FlameThrowers","Growlers",21,25,2018-04-28,"2018-04-28-SD-SF","Growlers","FlameThrowers","regular",1705.77212780479,1408.48261279126,1668.64556801041,1445.60917258564
"562","DAL","CAR","Legion","Flyers",20,24,2018-04-28,"2018-04-28-RAL-DAL","Flyers","Legion","regular",1785.70827140079,1620.93131141793,1750.31957077133,1656.32001204738
"563","MAD","PIT","Radicals","Thunderbirds",29,13,2018-04-28,"2018-04-28-PIT-MAD","Radicals","Thunderbirds","regular",1775.08780810734,1512.56686068926,1783.14264330299,1504.51202549361
"564","TB","NSH","Cannons","Nightwatch",25,13,2018-04-28,"2018-04-28-NSH-TB","Cannons","Nightwatch","regular",1437.69393401428,1046.24278252666,1441.20212635696,1042.73459018398
"565","OTT","MTL","Outlaws","Royal",33,35,2018-04-28,"2018-04-28-MTL-OTT","Royal","Outlaws","regular",1229.4578084528,1451.07340140749,1217.88248988626,1462.64871997403
"566","CHI","IND","Union","AlleyCats",21,25,2018-04-28,"2018-04-28-IND-CHI","AlleyCats","Union","regular",1286.72649097397,1467.6671258631,1267.39839460074,1486.99522223633
"567","PHI","DC","Phoenix","Breeze",18,18,2018-04-28,"2018-04-28-DC-PHI","DRAW","DRAW","regular",1188.31404693669,1613.08895052439,1188.31404693669,1613.08895052439
"560","SD","OAK","Growlers","Spiders",31,28,2018-05-04,"2018-05-04-SJ-SD","Growlers","Spiders","regular",1445.60917258564,1464.08552200195,1461.04011103576,1448.65458355183
"552","CAR","TB","Flyers","Cannons",23,20,2018-05-05,"2018-05-05-TB-RAL","Flyers","Cannons","regular",1656.32001204738,1441.20212635696,1661.4187669922,1436.10337141214
"553","LA","OAK","Aviators","Spiders",33,31,2018-05-05,"2018-05-05-SJ-LA","Aviators","Spiders","regular",1547.24414771388,1448.65458355183,1554.55179739135,1441.34693387436
"554","SEA","SF","Cascades","FlameThrowers",27,25,2018-05-05,"2018-05-05-SF-SEA","Cascades","FlameThrowers","regular",1499.12317321948,1668.64556801041,1519.50049543262,1648.26824579727
"555","MTL","PHI","Royal","Phoenix",14,17,2018-05-05,"2018-05-05-PHI-MTL","Phoenix","Royal","regular",1462.64871997403,1188.31404693669,1430.79935253817,1220.16341437255
"556","MIN","MAD","Wind Chill","Radicals",19,20,2018-05-05,"2018-05-05-MAD-MIN","Radicals","Wind Chill","regular",1554.89346873193,1783.14264330299,1547.75260172399,1790.28351031092
"557","DET","IND","Mechanix","AlleyCats",22,31,2018-05-05,"2018-05-05-IND-DET","AlleyCats","Mechanix","regular",1002.54094693519,1486.99522223633,994.289242389862,1495.24692678165
"558","NY","DC","Empire","Breeze",19,18,2018-05-05,"2018-05-05-DC-NY","Empire","Breeze","regular",1417.19018469837,1613.08895052439,1430.9879405721,1599.29119465066
"559","ATL","ATX","Hustle","Sol",22,23,2018-05-05,"2018-05-05-AUS-ATL","Sol","Hustle","regular",1430.95065674797,1396.16546923444,1417.53284714227,1409.58327884014
"549","OTT","PHI","Outlaws","Phoenix",22,19,2018-05-06,"2018-05-06-PHI-OTT","Outlaws","Phoenix","regular",1217.88248988626,1220.16341437255,1232.33581450379,1205.71008975502
"550","PIT","IND","Thunderbirds","AlleyCats",18,27,2018-05-06,"2018-05-06-IND-PIT","AlleyCats","Thunderbirds","regular",1504.51202549361,1495.24692678165,1461.58750882129,1538.17144345398
"551","NSH","ATX","Nightwatch","Sol",22,20,2018-05-06,"2018-05-06-AUS-NSH","Nightwatch","Sol","regular",1042.73459018398,1409.58327884014,1073.599740857,1378.71812816712
"543","ATL","TB","Hustle","Cannons",27,26,2018-05-12,"2018-05-12-TB-ATL","Hustle","Cannons","regular",1417.53284714227,1436.10337141214,1425.25120835867,1428.38501019574
"544","OAK","SF","Spiders","FlameThrowers",23,26,2018-05-12,"2018-05-12-SF-SJ","FlameThrowers","Spiders","regular",1441.34693387436,1648.26824579727,1426.01194098317,1663.60323868846
"545","DC","CAR","Breeze","Flyers",25,24,2018-05-12,"2018-05-12-RAL-DC","Breeze","Flyers","regular",1599.29119465066,1661.4187669922,1608.40266450389,1652.30729713898
"546","CHI","PIT","Union","Thunderbirds",21,16,2018-05-12,"2018-05-12-PIT-CHI","Union","Thunderbirds","regular",1267.39839460074,1461.58750882129,1302.90779637305,1426.07810704898
"547","MIN","DET","Wind Chill","Mechanix",34,17,2018-05-12,"2018-05-12-DET-MIN","Wind Chill","Mechanix","regular",1547.75260172399,994.289242389862,1549.27135433321,992.770489780648
"548","ATX","DAL","Sol","Legion",23,27,2018-05-12,"2018-05-12-DAL-AUS","Legion","Sol","regular",1378.71812816712,1750.31957077133,1369.18041229828,1759.85728664017
"539","MTL","TOR","Royal","Rush",18,21,2018-05-13,"2018-05-13-TOR-MTL","Rush","Royal","regular",1430.79935253817,1802.69955325653,1422.59441581447,1810.90448998023
"540","IND","PIT","AlleyCats","Thunderbirds",27,24,2018-05-13,"2018-05-13-PIT-IND","AlleyCats","Thunderbirds","regular",1538.17144345398,1426.07810704898,1546.81146416603,1417.43808633693
"541","SEA","LA","Cascades","Aviators",26,30,2018-05-13,"2018-05-13-LA-SEA","Aviators","Cascades","regular",1519.50049543262,1554.55179739135,1491.71800828017,1582.3342845438
"542","MAD","DET","Radicals","Mechanix",37,8,2018-05-13,"2018-05-13-DET-MAD","Radicals","Mechanix","regular",1790.28351031092,992.770489780648,1790.694574541,992.359425550568
"538","SF","SEA","FlameThrowers","Cascades",32,29,2018-05-18,"2018-05-18-SEA-SF","FlameThrowers","Cascades","regular",1663.60323868846,1491.71800828017,1670.003642828,1485.31760414063
"530","NSH","TB","Nightwatch","Cannons",32,30,2018-05-19,"2018-05-19-TB-NSH","Nightwatch","Cannons","regular",1073.599740857,1428.38501019574,1103.88774501607,1398.09700603667
"531","OAK","SEA","Spiders","Cascades",24,14,2018-05-19,"2018-05-19-SEA-SJ","Spiders","Cascades","regular",1426.01194098317,1485.31760414063,1457.20955486957,1454.11999025423
"532","NY","PHI","Empire","Phoenix",23,15,2018-05-19,"2018-05-19-PHI-NY","Empire","Phoenix","regular",1430.9879405721,1205.71008975502,1438.64045527383,1198.05757505329
"533","PIT","MIN","Thunderbirds","Wind Chill",21,33,2018-05-19,"2018-05-19-MIN-PIT","Wind Chill","Thunderbirds","regular",1417.43808633693,1549.27135433321,1381.96588867758,1584.74355199256
"534","CHI","MAD","Union","Radicals",16,24,2018-05-19,"2018-05-19-MAD-CHI","Radicals","Union","regular",1302.90779637305,1790.694574541,1295.15455501861,1798.44781589544
"535","SD","LA","Growlers","Aviators",20,25,2018-05-19,"2018-05-19-LA-SD","Aviators","Growlers","regular",1461.04011103576,1582.3342845438,1435.56229762958,1607.81209794998
"536","TOR","DC","Rush","Breeze",33,20,2018-05-19,"2018-05-19-DC-TOR","Rush","Breeze","regular",1810.90448998023,1608.40266450389,1821.28504317621,1598.02211130791
"537","ATX","ATL","Sol","Hustle",28,19,2018-05-19,"2018-05-19-ATL-AUS","Sol","Hustle","regular",1369.18041229828,1425.25120835867,1398.78416184775,1395.6474588092
"526","TOR","OTT","Rush","Outlaws",21,19,2018-05-20,"2018-05-20-OTT-TOR","Rush","Outlaws","regular",1821.28504317621,1232.33581450379,1821.75183388585,1231.86902379415
"527","DET","MIN","Mechanix","Wind Chill",24,34,2018-05-20,"2018-05-20-MIN-DET","Wind Chill","Mechanix","regular",992.359425550568,1584.74355199256,987.216284215582,1589.88669332754
"528","MTL","DC","Royal","Breeze",21,20,2018-05-20,"2018-05-20-DC-MTL","Royal","Breeze","regular",1422.59441581447,1598.02211130791,1435.66206254372,1584.95446457867
"529","DAL","ATL","Legion","Hustle",26,21,2018-05-20,"2018-05-20-ATL-DAL","Legion","Hustle","regular",1759.85728664017,1395.6474588092,1762.72616733385,1392.77857811552
"520","LA","SD","Aviators","Growlers",25,23,2018-05-26,"2018-05-26-SD-LA","Aviators","Growlers","regular",1607.81209794998,1435.56229762958,1612.87475354804,1430.49964203153
"521","MAD","CAR","Radicals","Flyers",16,24,2018-05-26,"2018-05-26-RAL-MAD","Flyers","Radicals","regular",1798.44781589544,1652.30729713898,1750.73304007647,1700.02207295795
"522","TOR","PHI","Rush","Phoenix",28,23,2018-05-26,"2018-05-26-PHI-TOR","Rush","Phoenix","regular",1821.75183388585,1198.05757505329,1822.36980689503,1197.43960204411
"523","DC","NY","Breeze","Empire",29,21,2018-05-26,"2018-05-26-NY-DC","Breeze","Empire","regular",1584.95446457867,1438.64045527383,1596.51350201967,1427.08141783283
"524","IND","CHI","AlleyCats","Union",26,22,2018-05-26,"2018-05-26-CHI-IND","AlleyCats","Union","regular",1546.81146416603,1295.15455501861,1551.66853102122,1290.29748816342
"525","NSH","ATX","Nightwatch","Sol",27,21,2018-05-26,"2018-05-26-AUS-NSH","Nightwatch","Sol","regular",1103.88774501607,1398.78416184775,1152.20464863841,1350.46725822541
"519","OTT","PHI","Outlaws","Phoenix",30,18,2018-05-27,"2018-05-27-PHI-OTT","Outlaws","Phoenix","regular",1231.86902379415,1197.43960204411,1254.75908949169,1174.54953634657
"518","CAR","ATX","Flyers","Sol",32,14,2018-06-01,"2018-06-01-AUS-RAL","Flyers","Sol","regular",1700.02207295795,1350.46725822541,1705.15074143864,1345.33858974472
"509","MTL","TOR","Royal","Rush",20,24,2018-06-02,"2018-06-02-TOR-MTL","Rush","Royal","regular",1435.66206254372,1822.36980689503,1426.72072268859,1831.31114675015
"510","SEA","OAK","Cascades","Spiders",25,29,2018-06-02,"2018-06-02-SJ-SEA","Spiders","Cascades","regular",1454.11999025423,1457.20955486957,1424.70950257975,1486.62004254406
"511","SD","SF","Growlers","FlameThrowers",24,25,2018-06-02,"2018-06-02-SF-SD","FlameThrowers","Growlers","regular",1430.49964203153,1670.003642828,1423.63084286202,1676.87244199751
"512","NY","OTT","Empire","Outlaws",24,21,2018-06-02,"2018-06-02-OTT-NY","Empire","Outlaws","regular",1427.08141783283,1254.75908949169,1433.46738411463,1248.37312320989
"513","MIN","IND","Wind Chill","AlleyCats",22,18,2018-06-02,"2018-06-02-IND-MIN","Wind Chill","AlleyCats","regular",1589.88669332754,1551.66853102122,1604.01317049569,1537.54205385308
"514","PIT","DC","Thunderbirds","Breeze",11,20,2018-06-02,"2018-06-02-DC-PIT","Breeze","Thunderbirds","regular",1381.96588867758,1596.51350201967,1357.12558681031,1621.35380388694
"515","NSH","DAL","Nightwatch","Legion",21,31,2018-06-02,"2018-06-02-DAL-NSH","Legion","Nightwatch","regular",1152.20464863841,1762.72616733385,1147.49575943373,1767.43505653853
"516","DET","CHI","Mechanix","Union",18,25,2018-06-02,"2018-06-02-CHI-DET","Union","Mechanix","regular",987.216284215582,1290.29748816342,970.925783648511,1306.58798873049
"517","TB","ATX","Cannons","Sol",26,27,2018-06-02,"2018-06-02-AUS-TB","Sol","Cannons","regular",1398.09700603667,1345.33858974472,1384.35597765579,1359.0796181256
"506","LA","SF","Aviators","FlameThrowers",23,19,2018-06-03,"2018-06-03-SF-LA","Aviators","FlameThrowers","regular",1612.87475354804,1676.87244199751,1634.17504391587,1655.57215162968
"507","PHI","OTT","Phoenix","Outlaws",22,21,2018-06-03,"2018-06-03-OTT-PHI","Phoenix","Outlaws","regular",1174.54953634657,1248.37312320989,1184.0518171683,1238.87084238816
"508","ATL","DAL","Hustle","Legion",28,29,2018-06-03,"2018-06-03-DAL-ATL","Legion","Hustle","regular",1392.77857811552,1767.43505653853,1388.72387121157,1771.48976344247
"504","OTT","MTL","Outlaws","Royal",26,27,2018-06-08,"2018-06-08-MTL-OTT","Royal","Outlaws","regular",1238.87084238816,1426.72072268859,1230.72258803323,1434.86897704351
"505","MAD","MIN","Radicals","Wind Chill",20,17,2018-06-08,"2018-06-08-MIN-MAD","Radicals","Wind Chill","regular",1750.73304007647,1604.01317049569,1758.01106676817,1596.73514380398
"498","DC","TOR","Breeze","Rush",25,24,2018-06-09,"2018-06-09-TOR-DC","Breeze","Rush","regular",1621.35380388694,1831.31114675015,1635.65047253188,1817.01447810521
"499","OAK","SD","Spiders","Growlers",21,20,2018-06-09,"2018-06-09-SD-SJ","Spiders","Growlers","regular",1486.62004254406,1423.63084286202,1492.06518255592,1418.18570285015
"500","PHI","PIT","Phoenix","Thunderbirds",30,21,2018-06-09,"2018-06-09-PIT-PHI","Phoenix","Thunderbirds","regular",1184.0518171683,1357.12558681031,1227.18223987252,1313.9951641061
"501","CHI","MAD","Union","Radicals",21,22,2018-06-09,"2018-06-09-MAD-CHI","Radicals","Union","regular",1306.58798873049,1758.01106676817,1303.69713312918,1760.90192236948
"502","ATX","DAL","Sol","Legion",17,19,2018-06-09,"2018-06-09-DAL-AUS","Legion","Sol","regular",1359.0796181256,1771.48976344247,1353.62306955197,1776.94631201611
"503","NSH","ATL","Nightwatch","Hustle",21,24,2018-06-09,"2018-06-09-ATL-NSH","Hustle","Nightwatch","regular",1147.49575943373,1388.72387121157,1133.84071855688,1402.37891208842
"490","SF","OAK","FlameThrowers","Spiders",21,17,2018-06-16,"2018-06-16-SJ-SF","FlameThrowers","Spiders","regular",1655.57215162968,1492.06518255592,1663.33018212548,1484.30715206012
"491","LA","SEA","Aviators","Cascades",26,17,2018-06-16,"2018-06-16-SEA-LA","Aviators","Cascades","regular",1634.17504391587,1424.70950257975,1642.90322689373,1415.98131960189
"492","TOR","OTT","Rush","Outlaws",27,17,2018-06-16,"2018-06-16-OTT-TOR","Rush","Outlaws","regular",1817.01447810521,1230.72258803323,1818.04968339523,1229.68738274321
"493","MTL","NY","Royal","Empire",26,22,2018-06-16,"2018-06-16-NY-MTL","Royal","Empire","regular",1434.86897704351,1433.46738411463,1451.39634905997,1416.94001209818
"494","CAR","NSH","Flyers","Nightwatch",27,15,2018-06-16,"2018-06-16-NSH-RAL","Flyers","Nightwatch","regular",1705.15074143864,1133.84071855688,1706.36204224491,1132.62941775061
"495","PIT","MAD","Thunderbirds","Radicals",21,25,2018-06-16,"2018-06-16-MAD-PIT","Radicals","Thunderbirds","regular",1313.9951641061,1760.90192236948,1307.14387877674,1767.75320769884
"496","MIN","DET","Wind Chill","Mechanix",37,18,2018-06-16,"2018-06-16-DET-MIN","Wind Chill","Mechanix","regular",1596.73514380398,970.925783648511,1597.75531082413,969.905616628368
"497","ATL","DAL","Hustle","Legion",20,24,2018-06-16,"2018-06-16-DAL-ATL","Legion","Hustle","regular",1402.37891208842,1776.94631201611,1392.96060544932,1786.36461865521
"485","SD","SEA","Growlers","Cascades",25,27,2018-06-17,"2018-06-17-SEA-SD","Cascades","Growlers","regular",1418.18570285015,1415.98131960189,1397.93481203219,1436.23221041985
"486","TOR","NY","Rush","Empire",25,18,2018-06-17,"2018-06-17-NY-TOR","Rush","Empire","regular",1818.04968339523,1416.94001209818,1820.7385007928,1414.25119470061
"487","IND","MAD","AlleyCats","Radicals",21,20,2018-06-17,"2018-06-17-MAD-IND","AlleyCats","Radicals","regular",1537.54205385308,1767.75320769884,1552.55152847137,1752.74373308054
"488","CHI","DET","Union","Mechanix",34,12,2018-06-17,"2018-06-17-DET-CHI","Union","Mechanix","regular",1303.69713312918,969.905616628368,1309.67343965883,963.929310098718
"489","TB","DAL","Cannons","Legion",25,28,2018-06-17,"2018-06-17-DAL-TB","Legion","Cannons","regular",1384.35597765579,1786.36461865521,1377.14895057172,1793.57164573927
"477","SEA","SD","Cascades","Growlers",22,23,2018-06-23,"2018-06-23-SD-SEA","Growlers","Cascades","regular",1436.23221041985,1397.93481203219,1422.7494945555,1411.41752789654
"478","ATL","CAR","Hustle","Flyers",30,20,2018-06-23,"2018-06-23-RAL-ATL","Hustle","Flyers","regular",1392.96060544932,1706.36204224491,1454.5845644411,1644.73808325313
"479","MIN","PIT","Wind Chill","Thunderbirds",28,29,2018-06-23,"2018-06-23-PIT-MIN","Thunderbirds","Wind Chill","regular",1597.75531082413,1307.14387877674,1581.78227478911,1323.11691481175
"480","ATX","NSH","Sol","Nightwatch",24,23,2018-06-23,"2018-06-23-NSH-AUS","Sol","Nightwatch","regular",1353.62306955197,1132.62941775061,1356.09343093112,1130.15905637146
"481","NY","MTL","Empire","Royal",22,23,2018-06-23,"2018-06-23-MTL-NY","Royal","Empire","regular",1414.25119470061,1451.39634905997,1402.33376102271,1463.31378273787
"482","OAK","LA","Spiders","Aviators",18,27,2018-06-23,"2018-06-23-LA-SJ","Aviators","Spiders","regular",1484.30715206012,1642.90322689373,1454.75163942929,1672.45873952456
"483","IND","DET","AlleyCats","Mechanix",40,20,2018-06-23,"2018-06-23-DET-IND","AlleyCats","Mechanix","regular",1552.55152847137,963.929310098718,1553.84765798411,962.633180585975
"484","TOR","DC","Rush","Breeze",28,21,2018-06-23,"2018-06-23-DC-TOR","Rush","Breeze","regular",1820.7385007928,1635.65047253188,1829.70265286913,1626.68632045555
"472","DAL","NSH","Legion","Nightwatch",28,16,2018-06-24,"2018-06-24-NSH-DAL","Legion","Nightwatch","regular",1793.57164573927,1130.15905637146,1794.26822552657,1129.46247658417
"473","PHI","MTL","Phoenix","Royal",27,19,2018-06-24,"2018-06-24-MTL-PHI","Phoenix","Royal","regular",1227.18223987252,1463.31378273787,1275.41628303974,1415.07973957065
"474","SF","LA","FlameThrowers","Aviators",24,25,2018-06-24,"2018-06-24-LA-SF","Aviators","FlameThrowers","regular",1663.33018212548,1672.45873952456,1650.79185101625,1684.99707063378
"475","OTT","DC","Outlaws","Breeze",29,30,2018-06-24,"2018-06-24-DC-OTT","Breeze","Outlaws","regular",1229.68738274321,1626.68632045555,1226.00431183047,1630.3693913683
"476","DET","CHI","Mechanix","Union",27,31,2018-06-24,"2018-06-24-CHI-DET","Union","Mechanix","regular",962.633180585975,1309.67343965883,952.063103051851,1320.24351719296
"463","SD","SF","Growlers","FlameThrowers",27,22,2018-06-30,"2018-06-30-SF-SD","Growlers","FlameThrowers","regular",1411.41752789654,1650.79185101625,1451.04235802451,1611.16702088829
"464","DET","PIT","Mechanix","Thunderbirds",19,20,2018-06-30,"2018-06-30-PIT-DET","Thunderbirds","Mechanix","regular",952.063103051851,1323.11691481175,947.945883640504,1327.2341342231
"465","DC","PHI","Breeze","Phoenix",25,15,2018-06-30,"2018-06-30-PHI-DC","Breeze","Phoenix","regular",1630.3693913683,1275.41628303974,1634.41871762483,1271.3669567832
"466","OTT","NY","Outlaws","Empire",23,29,2018-06-30,"2018-06-30-NY-OTT","Empire","Outlaws","regular",1226.00431183047,1402.33376102271,1202.30475013908,1426.0333227141
