"","homeCode","awayCode","homeTeam","awayTeam","homeScore","awayScore","date","gameID","winner","loser","type","previousHomeElo","previousAwayElo","newHomeElo","newAwayElo"
"999","ATL","NSH","Hustle","Nightwatch",28,18,2015-07-12,"2015-07-12-NSH-ATL","Hustle","Nightwatch","playoff",1500.82966723769,1224.80620364029,1509.26510268907,1216.37076818891
"1000","MAD","IND","Radicals","AlleyCats",25,24,2015-07-12,"2015-07-12-IND-MAD","Radicals","AlleyCats","playoff",1733.61431700594,1398.34744039508,1735.36109976247,1396.60065763855
"997","TOR","ROC","Rush","Dragons",39,17,2015-07-16,"2015-07-16-ROC-TOR","Rush","Dragons","playoff",1729.71117229385,1025.40209564141,1730.59844140379,1024.51482653147
"995","MIN","DET","Wind Chill","Mechanix",45,11,2015-07-17,"2015-07-17-DET-MIN","Wind Chill","Mechanix","playoff",1413.54580853349,970.172665984052,1418.33239446588,965.386080051662
"996","MAD","CIN","Radicals","Revolution",39,19,2015-07-17,"2015-07-17-CIN-MAD","Radicals","Revolution","playoff",1735.36109976247,1119.84269535709,1736.8316636119,1118.37213150766
"988","SEA","VAN","Cascades","Riptide",30,17,2015-07-18,"2015-07-18-VAN-SEA","Cascades","Riptide","playoff",1480.51508511395,1333.15298688623,1498.92866436664,1314.73940763353
"989","OTT","TOR","Outlaws","Rush",26,30,2015-07-18,"2015-07-18-TOR-OTT","Rush","Outlaws","playoff",1477.31800309791,1730.59844140379,1457.06417953747,1750.85226496423
"990","SF","OAK","FlameThrowers","Spiders",32,18,2015-07-18,"2015-07-18-SJ-SF","FlameThrowers","Spiders","playoff",1494.38119167584,1679.65385126708,1564.28398885983,1609.7510540831
"991","LA","SD","Aviators","Growlers",21,16,2015-07-18,"2015-07-18-SD-LA","Aviators","Growlers","playoff",1340.15495220762,1429.83589847082,1374.76379489956,1395.22705577887
"992","PHI","NY","Phoenix","Empire",17,20,2015-07-18,"2015-07-18-NY-PHI","Empire","Phoenix","playoff",1105.72955607328,1607.42699164379,1099.6169956793,1613.53955203777
"993","PIT","IND","Thunderbirds","AlleyCats",29,25,2015-07-18,"2015-07-18-IND-PIT","Thunderbirds","AlleyCats","playoff",1598.55404489629,1396.60065763855,1607.01941905503,1388.13528347981
"994","NSH","CHA","Nightwatch","Express",22,19,2015-07-18,"2015-07-18-CHA-NSH","Nightwatch","Express","playoff",1216.37076818891,1191.3155319034,1233.55026732852,1174.13603276379
"983","VAN","SEA","Riptide","Cascades",26,24,2015-07-19,"2015-07-19-SEA-VAN","Riptide","Cascades","playoff",1314.73940763353,1498.92866436664,1343.01615671159,1470.65191528858
"984","TOR","OTT","Rush","Outlaws",25,19,2015-07-19,"2015-07-19-OTT-TOR","Rush","Outlaws","playoff",1750.85226496423,1457.06417953747,1757.05199950771,1450.86444499399
"985","SD","LA","Growlers","Aviators",21,15,2015-07-19,"2015-07-19-LA-SD","Growlers","Aviators","playoff",1395.22705577887,1374.76379489956,1419.82076658599,1350.17008409245
"986","CHI","DET","Union","Mechanix",28,12,2015-07-19,"2015-07-19-DET-CHI","Union","Mechanix","playoff",1531.73010066933,965.386080051662,1533.56790526801,963.54827545298
"987","NSH","CHA","Nightwatch","Express",17,18,2015-07-19,"2015-07-19-CHA-NSH","Express","Nightwatch","playoff",1233.55026732852,1174.13603276379,1215.07690348356,1192.60939660875
"982","MTL","NY","Royal","Empire",20,33,2015-07-24,"2015-07-24-NY-MTL","Empire","Royal","playoff",1409.51377112332,1613.53955203777,1370.22206127251,1652.83126188858
"977","SF","SEA","FlameThrowers","Cascades",19,21,2015-07-25,"2015-07-25-SEA-SF","Cascades","FlameThrowers","playoff",1564.28398885983,1470.65191528858,1533.87091623318,1501.06498791522
"978","MAD","PIT","Radicals","Thunderbirds",24,21,2015-07-25,"2015-07-25-PIT-MAD","Radicals","Thunderbirds","playoff",1736.8316636119,1607.01941905503,1747.39199475209,1596.45908791484
"979","TOR","NY","Rush","Empire",25,19,2015-07-25,"2015-07-25-NY-TOR","Rush","Empire","playoff",1757.05199950771,1652.83126188858,1773.85009469147,1636.03316670482
"980","CAR","TB","Flyers","Cannons",28,27,2015-07-25,"2015-07-25-JAX-RAL","Flyers","Cannons","playoff",1543.15196629779,1539.89663092083,1552.5700712336,1530.47852598503
"981","PIT","CHI","Thunderbirds","Union",24,23,2015-07-25,"2015-07-25-CHI-PIT","Thunderbirds","Union","playoff",1596.45908791484,1533.56790526801,1603.72252053085,1526.30447265201
"976","OAK","SEA","Spiders","Cascades",21,19,2015-07-26,"2015-07-26-SEA-SJ","Spiders","Cascades","playoff",1609.7510540831,1501.06498791522,1619.03258490924,1491.78345708908
"974","OAK","TOR","Spiders","Rush",25,20,2015-08-08,"2015-08-08-TOR-SJ","Spiders","Rush","semi",1619.03258490924,1773.85009469147,1672.15975905869,1720.72292054202
"975","MAD","CAR","Radicals","Flyers",22,19,2015-08-08,"2015-08-08-RAL-MAD","Radicals","Flyers","semi",1747.39199475209,1552.5700712336,1756.85638341387,1543.10568257182
"973","OAK","MAD","Spiders","Radicals",17,15,2015-08-09,"2015-08-09-MAD-SJ","Spiders","Radicals","championship",1672.15975905869,1756.85638341387,1703.44970453412,1725.56643793844
"967","SEA","VAN","Cascades","Riptide",25,21,2016-04-02,"2016-04-02-VAN-SEA","Cascades","Riptide","regular",1491.78345708908,1343.01615671159,1500.14607117133,1334.65354262934
"968","SD","SF","Growlers","FlameThrowers",23,25,2016-04-02,"2016-04-02-SF-SD","FlameThrowers","Growlers","regular",1419.82076658599,1533.87091623318,1403.90599191494,1549.78569090423
"969","ATL","NSH","Hustle","Nightwatch",26,16,2016-04-02,"2016-04-02-NSH-ATL","Hustle","Nightwatch","regular",1509.26510268907,1215.07690348356,1514.98210476681,1209.35990140581
"970","CIN","DET","Revolution","Mechanix",12,15,2016-04-02,"2016-04-02-DET-CIN","Mechanix","Revolution","regular",1118.37213150766,963.54827545298,1088.0857801681,993.83462679254
"971","CAR","CHA","Flyers","Express",23,18,2016-04-02,"2016-04-02-CHA-RAL","Flyers","Express","regular",1543.10568257182,1192.60939660875,1546.209798797,1189.50528038357
"972","DAL","ATX","Legion","Sol",30,18,2016-04-02,"2016-04-02-AUS-DAL","Legion","Sol","regular",1400,1400,1426.49225788431,1373.50774211569
"966","LA","SF","Aviators","FlameThrowers",16,19,2016-04-03,"2016-04-03-SF-LA","FlameThrowers","Aviators","regular",1350.17008409245,1549.78569090423,1334.46864221668,1565.48713277999
"964","OAK","SEA","Spiders","Cascades",26,25,2016-04-08,"2016-04-08-SEA-SJ","Spiders","Cascades","regular",1703.44970453412,1500.14607117133,1706.16459218077,1497.43118352469
"965","CIN","IND","Revolution","AlleyCats",17,22,2016-04-08,"2016-04-08-IND-CIN","AlleyCats","Revolution","regular",1088.0857801681,1388.13528347981,1073.88280520091,1402.33825844699
"956","SF","SEA","FlameThrowers","Cascades",27,18,2016-04-09,"2016-04-09-SEA-SF","FlameThrowers","Cascades","regular",1565.48713277999,1497.43118352469,1583.16083896025,1479.75747734443
"957","LA","SD","Aviators","Growlers",21,20,2016-04-09,"2016-04-09-SD-LA","Aviators","Growlers","regular",1334.46864221668,1403.90599191494,1343.82363638747,1394.55099774416
"958","DET","PIT","Mechanix","Thunderbirds",16,25,2016-04-09,"2016-04-09-PIT-DET","Thunderbirds","Mechanix","regular",993.83462679254,1603.72252053085,989.298915563919,1608.25823175947
"959","NY","OTT","Empire","Outlaws",24,19,2016-04-09,"2016-04-09-OTT-NY","Empire","Outlaws","regular",1636.03316670482,1450.86444499399,1643.75390996576,1443.14370173305
"960","MAD","MIN","Radicals","Wind Chill",25,11,2016-04-09,"2016-04-09-MIN-MAD","Radicals","Wind Chill","regular",1725.56643793844,1418.33239446588,1731.56650585269,1412.33232655164
"961","CAR","TB","Flyers","Cannons",24,19,2016-04-09,"2016-04-09-JAX-RAL","Flyers","Cannons","regular",1546.209798797,1530.47852598503,1563.53907007186,1513.14925471016
"962","ATX","DAL","Sol","Legion",18,29,2016-04-09,"2016-04-09-DAL-AUS","Legion","Sol","regular",1373.50774211569,1426.49225788431,1332.10558126923,1467.89441873077
"963","ATL","CHA","Hustle","Express",18,16,2016-04-09,"2016-04-09-CHA-ATL","Hustle","Express","regular",1514.98210476681,1189.50528038357,1517.17751025173,1187.30987489866
"954","DC","OTT","Breeze","Outlaws",28,17,2016-04-10,"2016-04-10-OTT-DC","Breeze","Outlaws","regular",1404.74133529264,1443.14370173305,1434.63792189847,1413.24711512722
"955","CHI","MIN","Union","Wind Chill",11,17,2016-04-10,"2016-04-10-MIN-CHI","Wind Chill","Union","regular",1526.30447265201,1412.33232655164,1485.1191265839,1453.51767261975
"953","DET","CIN","Mechanix","Revolution",20,19,2016-04-15,"2016-04-15-CIN-DET","Mechanix","Revolution","regular",989.298915563919,1073.88280520091,999.165948428031,1064.0157723368
"944","OAK","SF","Spiders","FlameThrowers",27,32,2016-04-16,"2016-04-16-SF-SJ","FlameThrowers","Spiders","regular",1706.16459218077,1583.16083896025,1667.94585732092,1621.37957382011
"945","VAN","SEA","Riptide","Cascades",34,24,2016-04-16,"2016-04-16-SEA-VAN","Riptide","Cascades","regular",1334.65354262934,1479.75747734443,1376.11536310728,1438.29565686649
"946","CIN","PIT","Revolution","Thunderbirds",16,25,2016-04-16,"2016-04-16-PIT-CIN","Thunderbirds","Revolution","regular",1064.0157723368,1608.25823175947,1057.78897076987,1614.4850333264
"947","TB","NSH","Cannons","Nightwatch",31,22,2016-04-16,"2016-04-16-NSH-JAX","Cannons","Nightwatch","regular",1513.14925471016,1209.35990140581,1518.35089645084,1204.15825966513
"948","PHI","MTL","Phoenix","Royal",17,25,2016-04-16,"2016-04-16-MTL-PHI","Royal","Phoenix","regular",1099.6169956793,1370.22206127251,1080.14615392704,1389.69290302476
"949","IND","MAD","AlleyCats","Radicals",25,32,2016-04-16,"2016-04-16-MAD-IND","Radicals","AlleyCats","regular",1402.33825844699,1731.56650585269,1387.65173701251,1746.25302728717
"950","SD","LA","Growlers","Aviators",19,17,2016-04-16,"2016-04-16-LA-SD","Growlers","Aviators","regular",1394.55099774416,1343.82363638747,1403.67319373848,1334.70144039315
"951","MIN","CHI","Wind Chill","Union",22,21,2016-04-16,"2016-04-16-CHI-MIN","Wind Chill","Union","regular",1453.51767261975,1485.1191265839,1461.6414831524,1476.99531605125
"952","CHA","ATX","Express","Sol",21,20,2016-04-16,"2016-04-16-AUS-CHA","Express","Sol","regular",1187.30987489866,1332.10558126923,1199.28405499902,1320.13140116887
"941","ATL","NSH","Hustle","Nightwatch",21,22,2016-04-17,"2016-04-17-NSH-ATL","Nightwatch","Hustle","regular",1517.17751025173,1204.15825966513,1501.15633905571,1220.17943086115
"942","NY","MTL","Empire","Royal",21,19,2016-04-17,"2016-04-17-MTL-NY","Empire","Royal","regular",1643.75390996576,1389.69290302476,1647.02597592481,1386.4208370657
"943","CAR","ATX","Flyers","Sol",28,27,2016-04-17,"2016-04-17-AUS-RAL","Flyers","Sol","regular",1563.53907007186,1320.13140116887,1565.72732258048,1317.94314866025
"934","DC","TOR","Breeze","Rush",24,25,2016-04-23,"2016-04-23-TOR-DC","Rush","Breeze","regular",1434.63792189847,1720.72292054202,1428.84137861318,1726.51946382731
"935","SF","SD","FlameThrowers","Growlers",31,14,2016-04-23,"2016-04-23-SD-SF","FlameThrowers","Growlers","regular",1621.37957382011,1403.67319373848,1631.86402335912,1393.18874419946
"936","NSH","CAR","Nightwatch","Flyers",18,20,2016-04-23,"2016-04-23-RAL-NSH","Flyers","Nightwatch","regular",1220.17943086115,1565.72732258048,1212.91970855374,1572.98704488789
"937","DAL","TB","Legion","Cannons",32,17,2016-04-23,"2016-04-23-JAX-DAL","Legion","Cannons","regular",1467.89441873077,1518.35089645084,1502.80643868931,1483.43887649229
"938","PIT","DET","Thunderbirds","Mechanix",26,16,2016-04-23,"2016-04-23-DET-PIT","Thunderbirds","Mechanix","regular",1614.4850333264,999.165948428031,1615.35474678963,998.296234964795
"939","CHI","CIN","Union","Revolution",27,19,2016-04-23,"2016-04-23-CIN-CHI","Union","Revolution","regular",1476.99531605125,1057.78897076987,1479.55170570402,1055.2325811171
"940","CHA","ATL","Express","Hustle",19,24,2016-04-23,"2016-04-23-ATL-CHA","Hustle","Express","regular",1199.28405499902,1501.15633905571,1185.18114932382,1515.2592447309
"931","PHI","TOR","Phoenix","Rush",16,24,2016-04-24,"2016-04-24-TOR-PHI","Rush","Phoenix","regular",1080.14615392704,1726.51946382731,1076.52590322888,1730.13971452547
"932","ATX","TB","Sol","Cannons",28,23,2016-04-24,"2016-04-24-JAX-AUS","Sol","Cannons","regular",1317.94314866025,1483.43887649229,1350.80521398806,1450.57681116449
"933","IND","CIN","AlleyCats","Revolution",35,14,2016-04-24,"2016-04-24-CIN-IND","AlleyCats","Revolution","regular",1387.65173701251,1055.2325811171,1393.58955895689,1049.29475917271
"924","SD","SEA","Growlers","Cascades",17,25,2016-04-30,"2016-04-30-SEA-SD","Cascades","Growlers","regular",1393.18874419946,1438.29565686649,1355.99407730908,1475.49032375688
"925","NY","PHI","Empire","Phoenix",28,16,2016-04-30,"2016-04-30-PHI-NY","Empire","Phoenix","regular",1647.02597592481,1076.52590322888,1648.24316405909,1075.3087150946
"926","IND","MIN","AlleyCats","Wind Chill",20,21,2016-04-30,"2016-04-30-MIN-IND","Wind Chill","AlleyCats","regular",1393.58955895689,1461.6414831524,1382.40144463197,1472.82959747733
"927","PIT","MAD","Thunderbirds","Radicals",18,22,2016-04-30,"2016-04-30-MAD-PIT","Radicals","Thunderbirds","regular",1615.35474678963,1746.25302728717,1593.04111584629,1768.56665823052
"928","TOR","DC","Rush","Breeze",24,23,2016-04-30,"2016-04-30-DC-TOR","Rush","Breeze","regular",1730.13971452547,1428.84137861318,1731.72765706962,1427.25343606903
"929","CAR","DAL","Flyers","Legion",18,24,2016-04-30,"2016-04-30-DAL-RAL","Legion","Flyers","regular",1572.98704488789,1502.80643868931,1533.59201265948,1542.20147091772
"930","TB","ATL","Cannons","Hustle",23,18,2016-04-30,"2016-04-30-ATL-JAX","Cannons","Hustle","regular",1450.57681116449,1515.2592447309,1474.34890832757,1491.48714756782
"919","LA","SEA","Aviators","Cascades",17,27,2016-05-01,"2016-05-01-SEA-LA","Cascades","Aviators","regular",1334.70144039315,1475.49032375688,1302.33634367288,1507.85542047715
"920","TOR","OTT","Rush","Outlaws",32,15,2016-05-01,"2016-05-01-OTT-TOR","Rush","Outlaws","regular",1731.72765706962,1413.24711512722,1737.73741624201,1407.23735595483
"921","CIN","MIN","Revolution","Wind Chill",26,32,2016-05-01,"2016-05-01-MIN-CIN","Wind Chill","Revolution","regular",1049.29475917271,1472.82959747733,1040.09459677569,1482.02975987436
"922","MTL","DC","Royal","Breeze",18,26,2016-05-01,"2016-05-01-DC-MTL","Breeze","Royal","regular",1386.4208370657,1427.25343606903,1348.91214711345,1464.76212602128
"923","CHA","DAL","Express","Legion",18,30,2016-05-01,"2016-05-01-DAL-CHA","Legion","Express","regular",1185.18114932382,1542.20147091772,1169.01913713794,1558.3634831036
"916","SF","OAK","FlameThrowers","Spiders",32,25,2016-05-06,"2016-05-06-SJ-SF","FlameThrowers","Spiders","regular",1631.86402335912,1667.94585732092,1656.66072231503,1643.14915836501
"917","SEA","SD","Cascades","Growlers",23,19,2016-05-06,"2016-05-06-SD-SEA","Cascades","Growlers","regular",1507.85542047715,1355.99407730908,1516.0880597229,1347.76143806333
"918","OTT","MTL","Outlaws","Royal",31,24,2016-05-06,"2016-05-06-MTL-OTT","Outlaws","Royal","regular",1407.23735595483,1348.91214711345,1423.92277530155,1332.22672776674
"907","MTL","TOR","Royal","Rush",31,27,2016-05-07,"2016-05-07-TOR-MTL","Royal","Rush","regular",1332.22672776674,1737.73741624201,1380.05628388485,1689.9078601239
"908","VAN","SD","Riptide","Growlers",27,19,2016-05-07,"2016-05-07-SD-VAN","Riptide","Growlers","regular",1376.11536310728,1347.76143806333,1396.24849085304,1327.62831031756
"909","ATL","CAR","Hustle","Flyers",25,23,2016-05-07,"2016-05-07-RAL-ATL","Hustle","Flyers","regular",1491.48714756782,1533.59201265948,1504.89267132875,1520.18648889855
"910","DC","NY","Breeze","Empire",23,22,2016-05-07,"2016-05-07-NY-DC","Breeze","Empire","regular",1464.76212602128,1648.24316405909,1478.11733514983,1634.88795493053
"911","MIN","IND","Wind Chill","AlleyCats",24,23,2016-05-07,"2016-05-07-IND-MIN","Wind Chill","AlleyCats","regular",1482.02975987436,1382.40144463197,1486.61751421702,1377.8136902893
"912","PIT","CIN","Thunderbirds","Revolution",31,14,2016-05-07,"2016-05-07-CIN-PIT","Thunderbirds","Revolution","regular",1593.04111584629,1040.09459677569,1594.56456656969,1038.57114605228
"913","DET","CHI","Mechanix","Union",13,18,2016-05-07,"2016-05-07-CHI-DET","Union","Mechanix","regular",998.296234964795,1479.55170570402,991.779271790822,1486.06866887799
"914","NSH","CHA","Nightwatch","Express",24,26,2016-05-07,"2016-05-07-CHA-NSH","Express","Nightwatch","regular",1212.91970855374,1169.01913713794,1191.38875631341,1190.55008937828
"915","DAL","ATX","Legion","Sol",24,16,2016-05-07,"2016-05-07-AUS-DAL","Legion","Sol","regular",1558.3634831036,1350.80521398806,1566.77725093969,1342.39144615197
"906","MAD","CHI","Radicals","Union",18,11,2016-05-13,"2016-05-13-CHI-MAD","Radicals","Union","regular",1768.56665823052,1486.06866887799,1773.85900175937,1480.77632534914
"897","VAN","SF","Riptide","FlameThrowers",18,22,2016-05-14,"2016-05-14-SF-VAN","FlameThrowers","Riptide","regular",1396.24849085304,1656.66072231503,1381.44384823914,1671.46536492894
"898","OAK","SEA","Spiders","Cascades",26,27,2016-05-14,"2016-05-14-SEA-SJ","Cascades","Spiders","regular",1643.14915836501,1516.0880597229,1628.31456345422,1530.92265463369
"899","TB","CAR","Cannons","Flyers",25,24,2016-05-14,"2016-05-14-RAL-JAX","Cannons","Flyers","regular",1474.34890832757,1520.18648889855,1482.92708980017,1511.60830742595
"900","IND","PIT","AlleyCats","Thunderbirds",31,23,2016-05-14,"2016-05-14-PIT-IND","AlleyCats","Thunderbirds","regular",1377.8136902893,1594.56456656969,1423.89379943149,1548.48445742751
"901","TOR","NY","Rush","Empire",22,14,2016-05-14,"2016-05-14-NY-TOR","Rush","Empire","regular",1689.9078601239,1634.88795493053,1707.80369275671,1616.99212229771
"902","DET","MAD","Mechanix","Radicals",13,26,2016-05-14,"2016-05-14-MAD-DET","Radicals","Mechanix","regular",991.779271790822,1773.85900175937,989.560740330196,1776.07753321999
"903","PHI","DC","Phoenix","Breeze",15,24,2016-05-14,"2016-05-14-DC-PHI","Breeze","Phoenix","regular",1075.3087150946,1478.11733514983,1063.37988258814,1490.0461676563
"904","MIN","CHI","Wind Chill","Union",26,23,2016-05-14,"2016-05-14-CHI-MIN","Wind Chill","Union","regular",1486.61751421702,1480.77632534914,1500.59377020549,1466.80006936067
"905","NSH","ATX","Nightwatch","Sol",22,29,2016-05-14,"2016-05-14-AUS-NSH","Sol","Nightwatch","regular",1191.38875631341,1342.39144615197,1164.11099570886,1369.66920675651
"895","MTL","NY","Royal","Empire",12,17,2016-05-15,"2016-05-15-NY-MTL","Empire","Royal","regular",1380.05628388485,1616.99212229771,1362.14123284338,1634.90717333919
"896","ATL","ATX","Hustle","Sol",22,23,2016-05-15,"2016-05-15-AUS-ATL","Sol","Hustle","regular",1504.89267132875,1369.66920675651,1489.96184123199,1384.60003685327
"894","SEA","OAK","Cascades","Spiders",27,17,2016-05-20,"2016-05-20-SJ-SEA","Cascades","Spiders","regular",1530.92265463369,1628.31456345422,1566.57881472115,1592.65840336676
"883","VAN","OAK","Riptide","Spiders",22,20,2016-05-21,"2016-05-21-SJ-VAN","Riptide","Spiders","regular",1381.44384823914,1592.65840336676,1404.17401960326,1569.92823200263
"884","CHA","CAR","Express","Flyers",14,23,2016-05-21,"2016-05-21-RAL-CHA","Flyers","Express","regular",1190.55008937828,1511.60830742595,1173.74549182229,1528.41290498194
"885","CHI","PIT","Union","Thunderbirds",23,24,2016-05-21,"2016-05-21-PIT-CHI","Thunderbirds","Union","regular",1466.80006936067,1548.48445742751,1455.94562993557,1559.33889685261
"886","TOR","OTT","Rush","Outlaws",30,24,2016-05-21,"2016-05-21-OTT-TOR","Rush","Outlaws","regular",1707.80369275671,1423.92277530155,1712.71817013098,1419.00829792728
"887","ATX","NSH","Sol","Nightwatch",37,25,2016-05-21,"2016-05-21-NSH-AUS","Sol","Nightwatch","regular",1384.60003685327,1164.11099570886,1393.76625813279,1154.94477442934
"888","PHI","MTL","Phoenix","Royal",18,21,2016-05-21,"2016-05-21-MTL-PHI","Royal","Phoenix","regular",1063.37988258814,1362.14123284338,1052.33604285364,1373.18507257787
"889","SD","LA","Growlers","Aviators",18,26,2016-05-21,"2016-05-21-LA-SD","Aviators","Growlers","regular",1327.62831031756,1302.33634367288,1285.66417156378,1344.30048242666
"890","IND","DET","AlleyCats","Mechanix",29,24,2016-05-21,"2016-05-21-DET-IND","AlleyCats","Mechanix","regular",1423.89379943149,989.560740330196,1425.80165641248,987.652883349201
"891","NY","DC","Empire","Breeze",14,15,2016-05-21,"2016-05-21-DC-NY","Breeze","Empire","regular",1634.90717333919,1490.0461676563,1619.86865539404,1505.08468560145
"892","MAD","CIN","Radicals","Revolution",36,23,2016-05-21,"2016-05-21-CIN-MAD","Radicals","Revolution","regular",1776.07753321999,1038.57114605228,1776.5359114865,1038.11276778578
"893","TB","ATL","Cannons","Hustle",29,24,2016-05-21,"2016-05-21-ATL-JAX","Cannons","Hustle","regular",1482.92708980017,1489.96184123199,1501.9740052096,1470.91492582257
"880","MIN","PIT","Wind Chill","Thunderbirds",24,27,2016-05-22,"2016-05-22-PIT-MIN","Thunderbirds","Wind Chill","regular",1500.59377020549,1559.33889685261,1477.76974416423,1582.16292289387
"881","DAL","NSH","Legion","Nightwatch",33,15,2016-05-22,"2016-05-22-NSH-DAL","Legion","Nightwatch","regular",1566.77725093969,1154.94477442934,1570.35382640098,1151.36819896805
"882","DC","MTL","Breeze","Royal",28,14,2016-05-22,"2016-05-22-MTL-DC","Breeze","Royal","regular",1505.08468560145,1373.18507257787,1520.39701025365,1357.87274792567
"878","MAD","MIN","Radicals","Wind Chill",36,15,2016-05-27,"2016-05-27-MIN-MAD","Radicals","Wind Chill","regular",1776.5359114865,1477.76974416423,1783.71868668147,1470.58696896926
"879","CIN","IND","Revolution","AlleyCats",24,28,2016-05-27,"2016-05-27-IND-CIN","AlleyCats","Revolution","regular",1038.11276778578,1425.80165641248,1029.20914791583,1434.70527628243
"870","SF","VAN","FlameThrowers","Riptide",30,27,2016-05-28,"2016-05-28-VAN-SF","FlameThrowers","Riptide","regular",1671.46536492894,1404.17401960326,1675.30420100483,1400.33518352737
"871","OTT","TOR","Outlaws","Rush",20,35,2016-05-28,"2016-05-28-TOR-OTT","Rush","Outlaws","regular",1419.00829792728,1712.71817013098,1396.48668058768,1735.23978747059
"872","SEA","LA","Cascades","Aviators",27,26,2016-05-28,"2016-05-28-LA-SEA","Cascades","Aviators","regular",1566.57881472115,1344.30048242666,1569.0321864403,1341.8471107075
"873","CAR","TB","Flyers","Cannons",25,24,2016-05-28,"2016-05-28-JAX-RAL","Flyers","Cannons","regular",1528.41290498194,1501.9740052096,1534.81694148741,1495.56996870413
"874","CHI","IND","Union","AlleyCats",19,17,2016-05-28,"2016-05-28-IND-CHI","Union","AlleyCats","regular",1455.94562993557,1434.70527628243,1466.32486463487,1424.32604158313
"875","MTL","DC","Royal","Breeze",27,22,2016-05-28,"2016-05-28-DC-MTL","Royal","Breeze","regular",1357.87274792567,1520.39701025365,1390.46039668383,1487.80936149549
"876","ATL","DAL","Hustle","Legion",20,26,2016-05-28,"2016-05-28-DAL-ATL","Legion","Hustle","regular",1470.91492582257,1570.35382640098,1441.68658926128,1599.58216296226
"877","DET","CIN","Mechanix","Revolution",23,19,2016-05-28,"2016-05-28-CIN-DET","Mechanix","Revolution","regular",987.652883349201,1029.20914791583,1007.2507389043,1009.61129236073
"865","OAK","VAN","Spiders","Riptide",27,17,2016-05-29,"2016-05-29-VAN-SJ","Spiders","Riptide","regular",1569.92823200263,1400.33518352737,1581.13084164876,1389.13257388123
"866","TOR","MTL","Rush","Royal",26,14,2016-05-29,"2016-05-29-MTL-TOR","Rush","Royal","regular",1735.23978747059,1390.46039668383,1739.83131637463,1385.86886777979
"867","CHA","TB","Express","Cannons",26,23,2016-05-29,"2016-05-29-JAX-CHA","Express","Cannons","regular",1173.74549182229,1495.56996870413,1209.91146016417,1459.40400036225
"868","OTT","DC","Outlaws","Breeze",27,22,2016-05-29,"2016-05-29-DC-OTT","Outlaws","Breeze","regular",1396.48668058768,1487.80936149549,1422.58901159243,1461.70703049073
"869","NSH","DAL","Nightwatch","Legion",23,34,2016-05-29,"2016-05-29-DAL-NSH","Legion","Nightwatch","regular",1151.36819896805,1599.58216296226,1140.85255994308,1610.09780198724
"858","DC","TOR","Breeze","Rush",28,23,2016-06-04,"2016-06-04-TOR-DC","Breeze","Rush","regular",1461.70703049073,1739.83131637463,1504.75540175562,1696.78294510974
"859","LA","OAK","Aviators","Spiders",27,24,2016-06-04,"2016-06-04-SJ-LA","Aviators","Spiders","regular",1341.8471107075,1581.13084164876,1372.49876744364,1550.47918491263
"860","VAN","SF","Riptide","FlameThrowers",29,27,2016-06-04,"2016-06-04-SF-VAN","Riptide","FlameThrowers","regular",1389.13257388123,1675.30420100483,1415.95354550131,1648.48322938475
"861","MAD","PIT","Radicals","Thunderbirds",23,16,2016-06-04,"2016-06-04-PIT-MAD","Radicals","Thunderbirds","regular",1783.71868668147,1582.16292289387,1791.93911022105,1573.94249935429
"862","PHI","NY","Phoenix","Empire",17,32,2016-06-04,"2016-06-04-NY-PHI","Empire","Phoenix","regular",1052.33604285364,1619.86865539404,1045.63030210325,1626.57439614443
"863","OTT","MTL","Outlaws","Royal",30,27,2016-06-04,"2016-06-04-MTL-OTT","Outlaws","Royal","regular",1422.58901159243,1385.86886777979,1434.83716060978,1373.62071876244
"864","DAL","CHA","Legion","Express",28,18,2016-06-04,"2016-06-04-CHA-DAL","Legion","Express","regular",1610.09780198724,1209.91146016417,1613.21510592549,1206.79415622592
"853","NY","TOR","Empire","Rush",21,27,2016-06-05,"2016-06-05-TOR-NY","Rush","Empire","regular",1626.57439614443,1696.78294510974,1595.31236657684,1728.04497467733
"854","SD","OAK","Growlers","Spiders",22,26,2016-06-05,"2016-06-05-SJ-SD","Spiders","Growlers","regular",1285.66417156378,1550.47918491263,1271.09515993809,1565.04819653832
"855","SEA","SF","Cascades","FlameThrowers",28,25,2016-06-05,"2016-06-05-SF-SEA","Cascades","FlameThrowers","regular",1569.0321864403,1648.48322938475,1588.4170919989,1629.09832382616
"856","CHI","DET","Union","Mechanix",15,17,2016-06-05,"2016-06-05-DET-CHI","Mechanix","Union","regular",1466.32486463487,1007.2507389043,1441.05622384648,1032.51937969268
"857","ATX","CHA","Sol","Express",31,14,2016-06-05,"2016-06-05-CHA-AUS","Sol","Express","regular",1393.76625813279,1206.79415622592,1406.10406468478,1194.45634967393
"852","MIN","DET","Wind Chill","Mechanix",31,28,2016-06-10,"2016-06-10-DET-MIN","Wind Chill","Mechanix","regular",1470.58696896926,1032.51937969268,1472.03107852903,1031.07527013291
"842","VAN","SEA","Riptide","Cascades",27,24,2016-06-11,"2016-06-11-SEA-VAN","Riptide","Cascades","regular",1415.95354550131,1588.4170919989,1441.87704244279,1562.49359505742
"843","CHA","CAR","Express","Flyers",21,29,2016-06-11,"2016-06-11-RAL-CHA","Flyers","Express","regular",1194.45634967393,1534.81694148741,1179.62438176953,1549.64890939181
