"","homeCode","awayCode","homeTeam","awayTeam","homeScore","awayScore","date","gameID","winner","loser","type"
"841","SF","LA","FlameThrowers","Aviators",22,27,2016-06-12,"2016-06-12-LA-SF","Aviators","FlameThrowers","regular"
"839","MIN","MAD","Wind Chill","Radicals",16,25,2016-06-17,"2016-06-17-MAD-MIN","Radicals","Wind Chill","regular"
"833","LA","VAN","Aviators","Riptide",31,24,2016-06-18,"2016-06-18-VAN-LA","Aviators","Riptide","regular"
"834","OAK","SF","Spiders","FlameThrowers",24,25,2016-06-18,"2016-06-18-SF-SJ","FlameThrowers","Spiders","regular"
"835","PHI","DC","Phoenix","Breeze",18,34,2016-06-18,"2016-06-18-DC-PHI","Breeze","Phoenix","regular"
"836","CIN","CHI","Revolution","Union",27,28,2016-06-18,"2016-06-18-CHI-CIN","Union","Revolution","regular"
"837","TB","CHA","Cannons","Express",21,19,2016-06-18,"2016-06-18-CHA-JAX","Cannons","Express","regular"
"838","ATX","ATL","Sol","Hustle",29,31,2016-06-18,"2016-06-18-ATL-AUS","Hustle","Sol","regular"
"829","SD","VAN","Growlers","Riptide",23,25,2016-06-19,"2016-06-19-VAN-SD","Riptide","Growlers","regular"
"830","NY","PHI","Empire","Phoenix",28,13,2016-06-19,"2016-06-19-PHI-NY","Empire","Phoenix","regular"
"831","IND","CHI","AlleyCats","Union",29,17,2016-06-19,"2016-06-19-CHI-IND","AlleyCats","Union","regular"
"832","DAL","ATL","Legion","Hustle",31,21,2016-06-19,"2016-06-19-ATL-DAL","Legion","Hustle","regular"
"821","OAK","SD","Spiders","Growlers",24,21,2016-06-25,"2016-06-25-SD-SJ","Spiders","Growlers","regular"
"822","DC","PHI","Breeze","Phoenix",27,16,2016-06-25,"2016-06-25-PHI-DC","Breeze","Phoenix","regular"
"823","NY","OTT","Empire","Outlaws",23,21,2016-06-25,"2016-06-25-OTT-NY","Empire","Outlaws","regular"
"824","CHA","NSH","Express","Nightwatch",28,19,2016-06-25,"2016-06-25-NSH-CHA","Express","Nightwatch","regular"
"825","CHI","MAD","Union","Radicals",10,21,2016-06-25,"2016-06-25-MAD-CHI","Radicals","Union","regular"
"826","VAN","LA","Riptide","Aviators",20,21,2016-06-25,"2016-06-25-LA-VAN","Aviators","Riptide","regular"
"827","DET","IND","Mechanix","AlleyCats",22,29,2016-06-25,"2016-06-25-IND-DET","AlleyCats","Mechanix","regular"
"828","TB","ATX","Cannons","Sol",24,26,2016-06-25,"2016-06-25-AUS-JAX","Sol","Cannons","regular"
"815","SF","SD","FlameThrowers","Growlers",29,25,2016-06-26,"2016-06-26-SD-SF","FlameThrowers","Growlers","regular"
"816","PHI","OTT","Phoenix","Outlaws",22,30,2016-06-26,"2016-06-26-OTT-PHI","Outlaws","Phoenix","regular"
"817","CAR","NSH","Flyers","Nightwatch",28,19,2016-06-26,"2016-06-26-NSH-RAL","Flyers","Nightwatch","regular"
"818","CIN","MAD","Revolution","Radicals",22,25,2016-06-26,"2016-06-26-MAD-CIN","Radicals","Revolution","regular"
"819","SEA","LA","Cascades","Aviators",16,22,2016-06-26,"2016-06-26-LA-SEA","Aviators","Cascades","regular"
"820","PIT","IND","Thunderbirds","AlleyCats",25,29,2016-06-26,"2016-06-26-IND-PIT","AlleyCats","Thunderbirds","regular"
"813","PIT","DET","Thunderbirds","Mechanix",31,13,2016-07-01,"2016-07-01-DET-PIT","Thunderbirds","Mechanix","regular"
"814","CAR","ATL","Flyers","Hustle",28,22,2016-07-01,"2016-07-01-ATL-RAL","Flyers","Hustle","regular"
"805","LA","VAN","Aviators","Riptide",28,26,2016-07-02,"2016-07-02-VAN-LA","Aviators","Riptide","regular"
"806","MTL","TOR","Royal","Rush",18,29,2016-07-02,"2016-07-02-TOR-MTL","Rush","Royal","regular"
"807","SD","OAK","Growlers","Spiders",32,21,2016-07-02,"2016-07-02-SJ-SD","Growlers","Spiders","regular"
"808","IND","PIT","AlleyCats","Thunderbirds",26,31,2016-07-02,"2016-07-02-PIT-IND","Thunderbirds","AlleyCats","regular"
"809","OTT","NY","Outlaws","Empire",24,19,2016-07-02,"2016-07-02-NY-OTT","Outlaws","Empire","regular"
"810","ATX","DAL","Sol","Legion",22,26,2016-07-02,"2016-07-02-DAL-AUS","Legion","Sol","regular"
"811","MIN","CIN","Wind Chill","Revolution",28,21,2016-07-02,"2016-07-02-CIN-MIN","Wind Chill","Revolution","regular"
"812","NSH","CHA","Nightwatch","Express",19,15,2016-07-02,"2016-07-02-CHA-NSH","Nightwatch","Express","regular"
"804","TOR","NY","Rush","Empire",22,20,2016-07-03,"2016-07-03-NY-TOR","Rush","Empire","regular"
"803","CHI","MAD","Union","Radicals",16,19,2016-07-08,"2016-07-08-MAD-CHI","Radicals","Union","regular"
"796","SEA","VAN","Cascades","Riptide",31,27,2016-07-09,"2016-07-09-VAN-SEA","Cascades","Riptide","regular"
"797","SF","OAK","FlameThrowers","Spiders",27,20,2016-07-09,"2016-07-09-SJ-SF","FlameThrowers","Spiders","regular"
"798","LA","SD","Aviators","Growlers",30,24,2016-07-09,"2016-07-09-SD-LA","Aviators","Growlers","regular"
"799","DAL","CAR","Legion","Flyers",27,22,2016-07-09,"2016-07-09-RAL-DAL","Legion","Flyers","regular"
"800","OTT","PHI","Outlaws","Phoenix",37,16,2016-07-09,"2016-07-09-PHI-OTT","Outlaws","Phoenix","regular"
"801","PIT","MIN","Thunderbirds","Wind Chill",29,21,2016-07-09,"2016-07-09-MIN-PIT","Thunderbirds","Wind Chill","regular"
"802","NSH","TB","Nightwatch","Cannons",30,26,2016-07-09,"2016-07-09-JAX-NSH","Nightwatch","Cannons","regular"
"791","ATX","CAR","Sol","Flyers",33,12,2016-07-10,"2016-07-10-RAL-AUS","Sol","Flyers","regular"
"792","MTL","PHI","Royal","Phoenix",27,19,2016-07-10,"2016-07-10-PHI-MTL","Royal","Phoenix","regular"
"793","DET","MIN","Mechanix","Wind Chill",19,20,2016-07-10,"2016-07-10-MIN-DET","Wind Chill","Mechanix","regular"
"794","ATL","TB","Hustle","Cannons",27,26,2016-07-10,"2016-07-10-JAX-ATL","Hustle","Cannons","regular"
"795","MAD","IND","Radicals","AlleyCats",23,17,2016-07-10,"2016-07-10-IND-MAD","Radicals","AlleyCats","regular"
"788","LA","SEA","Aviators","Cascades",23,31,2016-07-16,"2016-07-16-SEA-LA","Cascades","Aviators","playoff"
"789","DC","NY","Breeze","Empire",24,20,2016-07-16,"2016-07-16-NY-DC","Breeze","Empire","playoff"
"790","PIT","MIN","Thunderbirds","Wind Chill",20,18,2016-07-16,"2016-07-16-MIN-PIT","Thunderbirds","Wind Chill","playoff"
"786","SF","SEA","FlameThrowers","Cascades",17,23,2016-07-17,"2016-07-17-SEA-SF","Cascades","FlameThrowers","playoff"
"787","CAR","ATL","Flyers","Hustle",23,25,2016-07-17,"2016-07-17-ATL-RAL","Hustle","Flyers","playoff"
"783","MAD","PIT","Radicals","Thunderbirds",20,16,2016-07-23,"2016-07-23-PIT-MAD","Radicals","Thunderbirds","playoff"
"784","TOR","DC","Rush","Breeze",23,21,2016-07-23,"2016-07-23-DC-TOR","Rush","Breeze","playoff"
"785","DAL","ATL","Legion","Hustle",28,21,2016-07-23,"2016-07-23-ATL-DAL","Legion","Hustle","playoff"
"781","DAL","TOR","Legion","Rush",27,20,2016-08-06,"2016-08-06-TOR-DAL","Legion","Rush","semi"
"782","MAD","SEA","Radicals","Cascades",25,26,2016-08-06,"2016-08-06-SEA-MAD","Cascades","Radicals","semi"
"780","DAL","SEA","Legion","Cascades",33,27,2016-08-07,"2016-08-07-SEA-DAL","Legion","Cascades","championship"
"774","SEA","VAN","Cascades","Riptide",29,18,2017-04-01,"2017-04-01-VAN-SEA","Cascades","Riptide","regular"
"775","SF","OAK","FlameThrowers","Spiders",34,29,2017-04-01,"2017-04-01-SJ-SF","FlameThrowers","Spiders","regular"
"776","TB","NSH","Cannons","Nightwatch",40,23,2017-04-01,"2017-04-01-NSH-JAX","Cannons","Nightwatch","regular"
"777","SD","LA","Growlers","Aviators",26,31,2017-04-01,"2017-04-01-LA-SD","Aviators","Growlers","regular"
"778","DAL","ATX","Legion","Sol",21,17,2017-04-01,"2017-04-01-AUS-DAL","Legion","Sol","regular"
"779","CAR","ATL","Flyers","Hustle",27,19,2017-04-01,"2017-04-01-ATL-RAL","Flyers","Hustle","regular"
"773","IND","MAD","AlleyCats","Radicals",19,24,2017-04-02,"2017-04-02-MAD-IND","Radicals","AlleyCats","regular"
"769","NY","TOR","Empire","Rush",17,22,2017-04-08,"2017-04-08-TOR-NY","Rush","Empire","regular"
"770","OAK","SF","Spiders","FlameThrowers",24,22,2017-04-08,"2017-04-08-SF-SJ","Spiders","FlameThrowers","regular"
"771","ATX","CAR","Sol","Flyers",19,26,2017-04-08,"2017-04-08-RAL-AUS","Flyers","Sol","regular"
"772","IND","DET","AlleyCats","Mechanix",25,15,2017-04-08,"2017-04-08-DET-IND","AlleyCats","Mechanix","regular"
"766","LA","VAN","Aviators","Riptide",21,18,2017-04-09,"2017-04-09-VAN-LA","Aviators","Riptide","regular"
"767","DC","TOR","Breeze","Rush",32,21,2017-04-09,"2017-04-09-TOR-DC","Breeze","Rush","regular"
"768","DAL","CAR","Legion","Flyers",33,18,2017-04-09,"2017-04-09-RAL-DAL","Legion","Flyers","regular"
"764","TB","CAR","Cannons","Flyers",18,25,2017-04-15,"2017-04-15-RAL-JAX","Flyers","Cannons","regular"
"765","NSH","ATL","Nightwatch","Hustle",27,37,2017-04-15,"2017-04-15-ATL-NSH","Hustle","Nightwatch","regular"
"763","OAK","SD","Spiders","Growlers",30,25,2017-04-21,"2017-04-21-SD-SJ","Spiders","Growlers","regular"
"755","VAN","SEA","Riptide","Cascades",24,27,2017-04-22,"2017-04-22-SEA-VAN","Cascades","Riptide","regular"
"756","SF","SD","FlameThrowers","Growlers",28,19,2017-04-22,"2017-04-22-SD-SF","FlameThrowers","Growlers","regular"
"757","PHI","MTL","Phoenix","Royal",23,24,2017-04-22,"2017-04-22-MTL-PHI","Royal","Phoenix","regular"
"758","ATL","TB","Hustle","Cannons",25,27,2017-04-22,"2017-04-22-JAX-ATL","Cannons","Hustle","regular"
"759","MIN","IND","Wind Chill","AlleyCats",26,16,2017-04-22,"2017-04-22-IND-MIN","Wind Chill","AlleyCats","regular"
"760","CAR","DC","Flyers","Breeze",23,21,2017-04-22,"2017-04-22-DC-RAL","Flyers","Breeze","regular"
"761","ATX","DAL","Sol","Legion",24,30,2017-04-22,"2017-04-22-DAL-AUS","Legion","Sol","regular"
"762","PIT","CHI","Thunderbirds","Union",30,22,2017-04-22,"2017-04-22-CHI-PIT","Thunderbirds","Union","regular"
"753","NY","MTL","Empire","Royal",21,8,2017-04-23,"2017-04-23-MTL-NY","Empire","Royal","regular"
"754","NSH","TB","Nightwatch","Cannons",11,14,2017-04-23,"2017-04-23-JAX-NSH","Cannons","Nightwatch","regular"
"752","SEA","OAK","Cascades","Spiders",26,27,2017-04-28,"2017-04-28-SJ-SEA","Spiders","Cascades","regular"
"742","VAN","OAK","Riptide","Spiders",22,28,2017-04-29,"2017-04-29-SJ-VAN","Spiders","Riptide","regular"
"743","LA","SF","Aviators","FlameThrowers",22,26,2017-04-29,"2017-04-29-SF-LA","FlameThrowers","Aviators","regular"
"744","NY","PHI","Empire","Phoenix",18,13,2017-04-29,"2017-04-29-PHI-NY","Empire","Phoenix","regular"
"745","DC","OTT","Breeze","Outlaws",29,24,2017-04-29,"2017-04-29-OTT-DC","Breeze","Outlaws","regular"
"746","TOR","MTL","Rush","Royal",19,22,2017-04-29,"2017-04-29-MTL-TOR","Royal","Rush","regular"
"747","MIN","MAD","Wind Chill","Radicals",22,20,2017-04-29,"2017-04-29-MAD-MIN","Wind Chill","Radicals","regular"
"748","PIT","IND","Thunderbirds","AlleyCats",26,25,2017-04-29,"2017-04-29-IND-PIT","Thunderbirds","AlleyCats","regular"
"749","NSH","DAL","Nightwatch","Legion",8,27,2017-04-29,"2017-04-29-DAL-NSH","Legion","Nightwatch","regular"
"750","DET","CHI","Mechanix","Union",23,14,2017-04-29,"2017-04-29-CHI-DET","Mechanix","Union","regular"
"751","CAR","ATX","Flyers","Sol",28,23,2017-04-29,"2017-04-29-AUS-RAL","Flyers","Sol","regular"
"738","SD","SF","Growlers","FlameThrowers",20,21,2017-04-30,"2017-04-30-SF-SD","FlameThrowers","Growlers","regular"
"739","PHI","OTT","Phoenix","Outlaws",26,29,2017-04-30,"2017-04-30-OTT-PHI","Outlaws","Phoenix","regular"
"740","ATL","DAL","Hustle","Legion",24,29,2017-04-30,"2017-04-30-DAL-ATL","Legion","Hustle","regular"
"741","TB","ATX","Cannons","Sol",30,22,2017-04-30,"2017-04-30-AUS-JAX","Cannons","Sol","regular"
"731","SD","VAN","Growlers","Riptide",22,14,2017-05-06,"2017-05-06-VAN-SD","Growlers","Riptide","regular"
"732","OTT","TOR","Outlaws","Rush",21,24,2017-05-06,"2017-05-06-TOR-OTT","Rush","Outlaws","regular"
"733","SEA","PIT","Cascades","Thunderbirds",26,24,2017-05-06,"2017-05-06-PIT-SEA","Cascades","Thunderbirds","regular"
"734","DC","NY","Breeze","Empire",22,21,2017-05-06,"2017-05-06-NY-DC","Breeze","Empire","regular"
"735","DAL","NSH","Legion","Nightwatch",32,23,2017-05-06,"2017-05-06-NSH-DAL","Legion","Nightwatch","regular"
"736","MIN","IND","Wind Chill","AlleyCats",28,25,2017-05-06,"2017-05-06-IND-MIN","Wind Chill","AlleyCats","regular"
"737","MAD","CHI","Radicals","Union",18,16,2017-05-06,"2017-05-06-CHI-MAD","Radicals","Union","regular"
"728","LA","VAN","Aviators","Riptide",23,18,2017-05-07,"2017-05-07-VAN-LA","Aviators","Riptide","regular"
"729","MTL","TOR","Royal","Rush",17,24,2017-05-07,"2017-05-07-TOR-MTL","Rush","Royal","regular"
"730","ATX","NSH","Sol","Nightwatch",31,11,2017-05-07,"2017-05-07-NSH-AUS","Sol","Nightwatch","regular"
"727","TB","DAL","Cannons","Legion",24,22,2017-05-12,"2017-05-12-DAL-JAX","Cannons","Legion","regular"
"718","SF","SEA","FlameThrowers","Cascades",27,28,2017-05-13,"2017-05-13-SEA-SF","Cascades","FlameThrowers","regular"
"719","VAN","SD","Riptide","Growlers",27,26,2017-05-13,"2017-05-13-SD-VAN","Riptide","Growlers","regular"
"720","OTT","PHI","Outlaws","Phoenix",25,21,2017-05-13,"2017-05-13-PHI-OTT","Outlaws","Phoenix","regular"
"721","ATL","NSH","Hustle","Nightwatch",31,19,2017-05-13,"2017-05-13-NSH-ATL","Hustle","Nightwatch","regular"
"722","CHI","MIN","Union","Wind Chill",17,20,2017-05-13,"2017-05-13-MIN-CHI","Wind Chill","Union","regular"
"723","IND","MAD","AlleyCats","Radicals",20,23,2017-05-13,"2017-05-13-MAD-IND","Radicals","AlleyCats","regular"
"724","OAK","LA","Spiders","Aviators",28,22,2017-05-13,"2017-05-13-LA-SJ","Spiders","Aviators","regular"
"725","TOR","DC","Rush","Breeze",26,20,2017-05-13,"2017-05-13-DC-TOR","Rush","Breeze","regular"
"726","CAR","DAL","Flyers","Legion",32,25,2017-05-13,"2017-05-13-DAL-RAL","Flyers","Legion","regular"
"716","MTL","PHI","Royal","Phoenix",25,26,2017-05-14,"2017-05-14-PHI-MTL","Phoenix","Royal","regular"
"717","DET","MIN","Mechanix","Wind Chill",19,22,2017-05-14,"2017-05-14-MIN-DET","Wind Chill","Mechanix","regular"
"710","OAK","VAN","Spiders","Riptide",19,18,2017-05-20,"2017-05-20-VAN-SJ","Spiders","Riptide","regular"
"711","TB","CAR","Cannons","Flyers",20,21,2017-05-20,"2017-05-20-RAL-JAX","Flyers","Cannons","regular"
"712","MAD","PIT","Radicals","Thunderbirds",31,25,2017-05-20,"2017-05-20-PIT-MAD","Radicals","Thunderbirds","regular"
"713","DC","MTL","Breeze","Royal",23,20,2017-05-20,"2017-05-20-MTL-DC","Breeze","Royal","regular"
"714","MIN","DET","Wind Chill","Mechanix",26,17,2017-05-20,"2017-05-20-DET-MIN","Wind Chill","Mechanix","regular"
"715","ATX","ATL","Sol","Hustle",27,28,2017-05-20,"2017-05-20-ATL-AUS","Hustle","Sol","regular"
"706","SF","VAN","FlameThrowers","Riptide",33,20,2017-05-21,"2017-05-21-VAN-SF","FlameThrowers","Riptide","regular"
"707","NY","MTL","Empire","Royal",16,19,2017-05-21,"2017-05-21-MTL-NY","Royal","Empire","regular"
"708","CHI","DET","Union","Mechanix",22,12,2017-05-21,"2017-05-21-DET-CHI","Union","Mechanix","regular"
"709","DAL","ATL","Legion","Hustle",26,18,2017-05-21,"2017-05-21-ATL-DAL","Legion","Hustle","regular"
"700","LA","SD","Aviators","Growlers",23,24,2017-05-27,"2017-05-27-SD-LA","Growlers","Aviators","regular"
"701","DET","PIT","Mechanix","Thunderbirds",21,23,2017-05-27,"2017-05-27-PIT-DET","Thunderbirds","Mechanix","regular"
"702","TOR","PHI","Rush","Phoenix",31,18,2017-05-27,"2017-05-27-PHI-TOR","Rush","Phoenix","regular"
"703","ATL","TB","Hustle","Cannons",20,23,2017-05-27,"2017-05-27-JAX-ATL","Cannons","Hustle","regular"
"704","NY","DC","Empire","Breeze",25,28,2017-05-27,"2017-05-27-DC-NY","Breeze","Empire","regular"
"705","MAD","CHI","Radicals","Union",21,20,2017-05-27,"2017-05-27-CHI-MAD","Radicals","Union","regular"
"698","MTL","PHI","Royal","Phoenix",23,21,2017-05-28,"2017-05-28-PHI-MTL","Royal","Phoenix","regular"
"699","MIN","CHI","Wind Chill","Union",23,20,2017-05-28,"2017-05-28-CHI-MIN","Wind Chill","Union","regular"
"697","OTT","MTL","Outlaws","Royal",22,31,2017-06-02,"2017-06-02-MTL-OTT","Royal","Outlaws","regular"
"688","VAN","SD","Riptide","Growlers",23,25,2017-06-03,"2017-06-03-SD-VAN","Growlers","Riptide","regular"
"689","CHI","PIT","Union","Thunderbirds",22,21,2017-06-03,"2017-06-03-PIT-CHI","Union","Thunderbirds","regular"
"690","TOR","OTT","Rush","Outlaws",33,23,2017-06-03,"2017-06-03-OTT-TOR","Rush","Outlaws","regular"
"691","OAK","LA","Spiders","Aviators",23,28,2017-06-03,"2017-06-03-LA-SJ","Aviators","Spiders","regular"
"692","CAR","TB","Flyers","Cannons",27,26,2017-06-03,"2017-06-03-JAX-RAL","Flyers","Cannons","regular"
"693","DET","IND","Mechanix","AlleyCats",23,32,2017-06-03,"2017-06-03-IND-DET","AlleyCats","Mechanix","regular"
"694","PHI","DC","Phoenix","Breeze",22,21,2017-06-03,"2017-06-03-DC-PHI","Phoenix","Breeze","regular"
"695","MAD","DAL","Radicals","Legion",17,23,2017-06-03,"2017-06-03-DAL-MAD","Legion","Radicals","regular"
"696","NSH","ATX","Nightwatch","Sol",24,28,2017-06-03,"2017-06-03-AUS-NSH","Sol","Nightwatch","regular"
"683","SEA","SD","Cascades","Growlers",19,22,2017-06-04,"2017-06-04-SD-SEA","Growlers","Cascades","regular"
"684","IND","PIT","AlleyCats","Thunderbirds",26,28,2017-06-04,"2017-06-04-PIT-IND","Thunderbirds","AlleyCats","regular"
"685","DC","NY","Breeze","Empire",18,17,2017-06-04,"2017-06-04-NY-DC","Breeze","Empire","regular"
"686","SF","LA","FlameThrowers","Aviators",30,24,2017-06-04,"2017-06-04-LA-SF","FlameThrowers","Aviators","regular"
"687","ATL","ATX","Hustle","Sol",27,24,2017-06-04,"2017-06-04-AUS-ATL","Hustle","Sol","regular"
"682","SD","SEA","Growlers","Cascades",21,20,2017-06-09,"2017-06-09-SEA-SD","Growlers","Cascades","regular"
"675","PHI","TOR","Phoenix","Rush",28,35,2017-06-10,"2017-06-10-TOR-PHI","Rush","Phoenix","regular"
"676","SF","OAK","FlameThrowers","Spiders",27,19,2017-06-10,"2017-06-10-SJ-SF","FlameThrowers","Spiders","regular"
"677","LA","SEA","Aviators","Cascades",25,20,2017-06-10,"2017-06-10-SEA-LA","Aviators","Cascades","regular"
"678","MTL","OTT","Royal","Outlaws",16,13,2017-06-10,"2017-06-10-OTT-MTL","Royal","Outlaws","regular"
"679","CAR","NSH","Flyers","Nightwatch",32,20,2017-06-10,"2017-06-10-NSH-RAL","Flyers","Nightwatch","regular"
"680","MIN","MAD","Wind Chill","Radicals",22,23,2017-06-10,"2017-06-10-MAD-MIN","Radicals","Wind Chill","regular"
"681","TB","ATL","Cannons","Hustle",27,23,2017-06-10,"2017-06-10-ATL-JAX","Cannons","Hustle","regular"
"674","DC","TOR","Breeze","Rush",25,17,2017-06-11,"2017-06-11-TOR-DC","Breeze","Rush","regular"
"665","SD","OAK","Growlers","Spiders",24,28,2017-06-17,"2017-06-17-SJ-SD","Spiders","Growlers","regular"
"666","TOR","SF","Rush","FlameThrowers",33,27,2017-06-17,"2017-06-17-SF-TOR","Rush","FlameThrowers","regular"
"667","VAN","SEA","Riptide","Cascades",19,24,2017-06-17,"2017-06-17-SEA-VAN","Cascades","Riptide","regular"
"668","ATL","CAR","Hustle","Flyers",21,24,2017-06-17,"2017-06-17-RAL-ATL","Flyers","Hustle","regular"
"669","CHI","MIN","Union","Wind Chill",12,23,2017-06-17,"2017-06-17-MIN-CHI","Wind Chill","Union","regular"
"670","PIT","MAD","Thunderbirds","Radicals",21,22,2017-06-17,"2017-06-17-MAD-PIT","Radicals","Thunderbirds","regular"
"671","IND","DET","AlleyCats","Mechanix",23,21,2017-06-17,"2017-06-17-DET-IND","AlleyCats","Mechanix","regular"
"672","MTL","DC","Royal","Breeze",27,23,2017-06-17,"2017-06-17-DC-MTL","Royal","Breeze","regular"
"673","DAL","ATX","Legion","Sol",27,25,2017-06-17,"2017-06-17-AUS-DAL","Legion","Sol","regular"
"662","NY","PHI","Empire","Phoenix",27,14,2017-06-18,"2017-06-18-PHI-NY","Empire","Phoenix","regular"
"663","DET","MAD","Mechanix","Radicals",11,21,2017-06-18,"2017-06-18-MAD-DET","Radicals","Mechanix","regular"
"664","OTT","DC","Outlaws","Breeze",13,28,2017-06-18,"2017-06-18-DC-OTT","Breeze","Outlaws","regular"
"655","OAK","SF","Spiders","FlameThrowers",29,26,2017-06-24,"2017-06-24-SF-SJ","Spiders","FlameThrowers","regular"
"656","DC","PHI","Breeze","Phoenix",25,17,2017-06-24,"2017-06-24-PHI-DC","Breeze","Phoenix","regular"
"657","NY","OTT","Empire","Outlaws",23,22,2017-06-24,"2017-06-24-OTT-NY","Empire","Outlaws","regular"
"658","VAN","LA","Riptide","Aviators",20,21,2017-06-24,"2017-06-24-LA-VAN","Aviators","Riptide","regular"
"659","CAR","TB","Flyers","Cannons",27,13,2017-06-24,"2017-06-24-JAX-RAL","Flyers","Cannons","regular"
"660","MAD","DET","Radicals","Mechanix",21,9,2017-06-24,"2017-06-24-DET-MAD","Radicals","Mechanix","regular"
"661","DAL","ATL","Legion","Hustle",21,19,2017-06-24,"2017-06-24-ATL-DAL","Legion","Hustle","regular"
"650","PHI","OTT","Phoenix","Outlaws",22,14,2017-06-25,"2017-06-25-OTT-PHI","Phoenix","Outlaws","regular"
"651","SEA","LA","Cascades","Aviators",26,29,2017-06-25,"2017-06-25-LA-SEA","Aviators","Cascades","regular"
"652","PIT","IND","Thunderbirds","AlleyCats",18,16,2017-06-25,"2017-06-25-IND-PIT","Thunderbirds","AlleyCats","regular"
"653","CHI","DET","Union","Mechanix",23,16,2017-06-25,"2017-06-25-DET-CHI","Union","Mechanix","regular"
"654","ATX","ATL","Sol","Hustle",26,25,2017-06-25,"2017-06-25-ATL-AUS","Sol","Hustle","regular"
"649","SEA","VAN","Cascades","Riptide",31,10,2017-06-30,"2017-06-30-VAN-SEA","Cascades","Riptide","regular"
"644","DET","PIT","Mechanix","Thunderbirds",14,22,2017-07-01,"2017-07-01-PIT-DET","Thunderbirds","Mechanix","regular"
"645","MTL","NY","Royal","Empire",29,20,2017-07-01,"2017-07-01-NY-MTL","Royal","Empire","regular"
"646","MAD","MIN","Radicals","Wind Chill",21,13,2017-07-01,"2017-07-01-MIN-MAD","Radicals","Wind Chill","regular"
"647","IND","CHI","AlleyCats","Union",30,24,2017-07-01,"2017-07-01-CHI-IND","AlleyCats","Union","regular"
"648","NSH","ATX","Nightwatch","Sol",21,27,2017-07-01,"2017-07-01-AUS-NSH","Sol","Nightwatch","regular"
"642","OTT","NY","Outlaws","Empire",20,21,2017-07-02,"2017-07-02-NY-OTT","Empire","Outlaws","regular"
"643","PIT","CHI","Thunderbirds","Union",21,20,2017-07-02,"2017-07-02-CHI-PIT","Thunderbirds","Union","regular"
"641","DAL","TB","Legion","Cannons",27,28,2017-07-07,"2017-07-07-JAX-DAL","Cannons","Legion","regular"
"636","NSH","CAR","Nightwatch","Flyers",14,24,2017-07-08,"2017-07-08-RAL-NSH","Flyers","Nightwatch","regular"
"637","TOR","MTL","Rush","Royal",28,20,2017-07-08,"2017-07-08-MTL-TOR","Rush","Royal","regular"
"638","DET","MIN","Mechanix","Wind Chill",17,31,2017-07-08,"2017-07-08-MIN-DET","Wind Chill","Mechanix","regular"
"639","SD","LA","Growlers","Aviators",19,26,2017-07-08,"2017-07-08-LA-SD","Aviators","Growlers","regular"
"640","ATX","TB","Sol","Cannons",27,31,2017-07-08,"2017-07-08-JAX-AUS","Cannons","Sol","regular"
"634","NSH","CAR","Nightwatch","Flyers",26,31,2017-07-09,"2017-07-09-RAL-NSH","Flyers","Nightwatch","regular"
"635","PIT","MIN","Thunderbirds","Wind Chill",26,22,2017-07-09,"2017-07-09-MIN-PIT","Thunderbirds","Wind Chill","regular"
"630","OAK","SEA","Spiders","Cascades",17,21,2017-07-14,"2017-07-14-SEA-SJ","Cascades","Spiders","regular"
"631","ATL","NSH","Hustle","Nightwatch",27,22,2017-07-14,"2017-07-14-NSH-ATL","Hustle","Nightwatch","regular"
"632","IND","MIN","AlleyCats","Wind Chill",25,26,2017-07-14,"2017-07-14-MIN-IND","Wind Chill","AlleyCats","regular"
"633","CHI","MAD","Union","Radicals",17,26,2017-07-14,"2017-07-14-MAD-CHI","Radicals","Union","regular"
"624","SF","SEA","FlameThrowers","Cascades",31,26,2017-07-15,"2017-07-15-SEA-SF","FlameThrowers","Cascades","regular"
"625","LA","SD","Aviators","Growlers",18,22,2017-07-15,"2017-07-15-SD-LA","Growlers","Aviators","regular"
"626","PHI","NY","Phoenix","Empire",30,23,2017-07-15,"2017-07-15-NY-PHI","Phoenix","Empire","regular"
"627","TB","NSH","Cannons","Nightwatch",33,24,2017-07-15,"2017-07-15-NSH-JAX","Cannons","Nightwatch","regular"
"628","PIT","DET","Thunderbirds","Mechanix",28,24,2017-07-15,"2017-07-15-DET-PIT","Thunderbirds","Mechanix","regular"
"629","ATX","DAL","Sol","Legion",23,27,2017-07-15,"2017-07-15-DAL-AUS","Legion","Sol","regular"
"623","OTT","TOR","Outlaws","Rush",25,30,2017-07-16,"2017-07-16-TOR-OTT","Rush","Outlaws","regular"
"622","SD","OAK","Growlers","Spiders",23,22,2017-07-21,"2017-07-21-SJ-SD","Growlers","Spiders","regular"
"616","LA","OAK","Aviators","Spiders",24,23,2017-07-22,"2017-07-22-SJ-LA","Aviators","Spiders","regular"
"617","SEA","SF","Cascades","FlameThrowers",24,30,2017-07-22,"2017-07-22-SF-SEA","FlameThrowers","Cascades","regular"
"618","MIN","PIT","Wind Chill","Thunderbirds",19,13,2017-07-22,"2017-07-22-PIT-MIN","Wind Chill","Thunderbirds","regular"
"619","OTT","NY","Outlaws","Empire",25,29,2017-07-22,"2017-07-22-NY-OTT","Empire","Outlaws","regular"
"620","CHI","IND","Union","AlleyCats",19,26,2017-07-22,"2017-07-22-IND-CHI","AlleyCats","Union","regular"
