"","homeCode","awayCode","homeTeam","awayTeam","homeScore","awayScore","date","gameID","winner","loser","type"
"1063","MTL","PHI","Royal","Phoenix",25,16,2015-05-31,"2015-05-31-PHI-MTL","Royal","Phoenix","regular"
"1064","SF","LA","FlameThrowers","Aviators",24,17,2015-05-31,"2015-05-31-LA-SF","FlameThrowers","Aviators","regular"
"1061","ATL","CAR","Hustle","Flyers",24,20,2015-06-05,"2015-06-05-RAL-ATL","Hustle","Flyers","regular"
"1062","CHI","CIN","Union","Revolution",28,10,2015-06-05,"2015-06-05-CIN-CHI","Union","Revolution","regular"
"1051","NY","TOR","Empire","Rush",16,18,2015-06-06,"2015-06-06-TOR-NY","Rush","Empire","regular"
"1052","OAK","SF","Spiders","FlameThrowers",17,18,2015-06-06,"2015-06-06-SF-SJ","FlameThrowers","Spiders","regular"
"1053","LA","SD","Aviators","Growlers",19,20,2015-06-06,"2015-06-06-SD-LA","Growlers","Aviators","regular"
"1054","MTL","ROC","Royal","Dragons",21,19,2015-06-06,"2015-06-06-ROC-MTL","Royal","Dragons","regular"
"1055","NSH","CAR","Nightwatch","Flyers",21,27,2015-06-06,"2015-06-06-RAL-NSH","Flyers","Nightwatch","regular"
"1056","PIT","MAD","Thunderbirds","Radicals",26,22,2015-06-06,"2015-06-06-MAD-PIT","Thunderbirds","Radicals","regular"
"1057","IND","DET","AlleyCats","Mechanix",29,21,2015-06-06,"2015-06-06-DET-IND","AlleyCats","Mechanix","regular"
"1058","PHI","DC","Phoenix","Breeze",20,26,2015-06-06,"2015-06-06-DC-PHI","Breeze","Phoenix","regular"
"1059","MIN","CIN","Wind Chill","Revolution",25,17,2015-06-06,"2015-06-06-CIN-MIN","Wind Chill","Revolution","regular"
"1060","TB","CHA","Cannons","Express",26,12,2015-06-06,"2015-06-06-CHA-JAX","Cannons","Express","regular"
"1049","OTT","ROC","Outlaws","Dragons",27,18,2015-06-07,"2015-06-07-ROC-OTT","Outlaws","Dragons","regular"
"1050","DET","MAD","Mechanix","Radicals",13,27,2015-06-07,"2015-06-07-MAD-DET","Radicals","Mechanix","regular"
"1047","CHI","PIT","Union","Thunderbirds",19,16,2015-06-12,"2015-06-12-PIT-CHI","Union","Thunderbirds","regular"
"1048","MIN","MAD","Wind Chill","Radicals",19,31,2015-06-12,"2015-06-12-MAD-MIN","Radicals","Wind Chill","regular"
"1042","VAN","OAK","Riptide","Spiders",23,26,2015-06-13,"2015-06-13-SJ-VAN","Spiders","Riptide","regular"
"1043","DET","PIT","Mechanix","Thunderbirds",21,34,2015-06-13,"2015-06-13-PIT-DET","Thunderbirds","Mechanix","regular"
"1044","TOR","PHI","Rush","Phoenix",37,17,2015-06-13,"2015-06-13-PHI-TOR","Rush","Phoenix","regular"
"1045","MTL","OTT","Royal","Outlaws",22,33,2015-06-13,"2015-06-13-OTT-MTL","Outlaws","Royal","regular"
"1046","CHA","TB","Express","Cannons",17,18,2015-06-13,"2015-06-13-JAX-CHA","Cannons","Express","regular"
"1038","SEA","OAK","Cascades","Spiders",25,23,2015-06-14,"2015-06-14-SJ-SEA","Cascades","Spiders","regular"
"1039","ROC","PHI","Dragons","Phoenix",19,18,2015-06-14,"2015-06-14-PHI-ROC","Dragons","Phoenix","regular"
"1040","CAR","TB","Flyers","Cannons",26,28,2015-06-14,"2015-06-14-JAX-RAL","Cannons","Flyers","regular"
"1041","NSH","ATL","Nightwatch","Hustle",21,25,2015-06-14,"2015-06-14-ATL-NSH","Hustle","Nightwatch","regular"
"1037","CHI","MAD","Union","Radicals",22,23,2015-06-19,"2015-06-19-MAD-CHI","Radicals","Union","regular"
"1029","SD","VAN","Growlers","Riptide",32,28,2015-06-20,"2015-06-20-VAN-SD","Growlers","Riptide","regular"
"1030","OAK","SEA","Spiders","Cascades",35,28,2015-06-20,"2015-06-20-SEA-SJ","Spiders","Cascades","regular"
"1031","CHA","CAR","Express","Flyers",21,24,2015-06-20,"2015-06-20-RAL-CHA","Flyers","Express","regular"
"1032","CIN","PIT","Revolution","Thunderbirds",19,25,2015-06-20,"2015-06-20-PIT-CIN","Thunderbirds","Revolution","regular"
"1033","DC","NY","Breeze","Empire",7,8,2015-06-20,"2015-06-20-NY-DC","Empire","Breeze","regular"
"1034","TOR","MTL","Rush","Royal",24,18,2015-06-20,"2015-06-20-MTL-TOR","Rush","Royal","regular"
"1035","MAD","CHI","Radicals","Union",24,16,2015-06-20,"2015-06-20-CHI-MAD","Radicals","Union","regular"
"1036","TB","ATL","Cannons","Hustle",29,27,2015-06-20,"2015-06-20-ATL-JAX","Cannons","Hustle","regular"
"1025","LA","VAN","Aviators","Riptide",27,20,2015-06-21,"2015-06-21-VAN-LA","Aviators","Riptide","regular"
"1026","SF","SEA","FlameThrowers","Cascades",25,21,2015-06-21,"2015-06-21-SEA-SF","FlameThrowers","Cascades","regular"
"1027","ROC","MTL","Dragons","Royal",21,24,2015-06-21,"2015-06-21-MTL-ROC","Royal","Dragons","regular"
"1028","NY","DC","Empire","Breeze",21,13,2015-06-21,"2015-06-21-DC-NY","Empire","Breeze","regular"
"1024","ROC","MTL","Dragons","Royal",17,23,2015-06-22,"2015-06-22-MTL-ROC","Royal","Dragons","regular"
"1017","VAN","SF","Riptide","FlameThrowers",19,22,2015-06-27,"2015-06-27-SF-VAN","FlameThrowers","Riptide","regular"
"1018","TOR","ROC","Rush","Dragons",27,10,2015-06-27,"2015-06-27-ROC-TOR","Rush","Dragons","regular"
"1019","MTL","OTT","Royal","Outlaws",25,29,2015-06-27,"2015-06-27-OTT-MTL","Outlaws","Royal","regular"
"1020","CAR","NSH","Flyers","Nightwatch",20,15,2015-06-27,"2015-06-27-NSH-RAL","Flyers","Nightwatch","regular"
"1021","CIN","MIN","Revolution","Wind Chill",17,21,2015-06-27,"2015-06-27-MIN-CIN","Wind Chill","Revolution","regular"
"1022","DET","CHI","Mechanix","Union",11,21,2015-06-27,"2015-06-27-CHI-DET","Union","Mechanix","regular"
"1023","CHA","ATL","Express","Hustle",13,26,2015-06-27,"2015-06-27-ATL-CHA","Hustle","Express","regular"
"1013","SEA","SF","Cascades","FlameThrowers",27,17,2015-06-28,"2015-06-28-SF-SEA","Cascades","FlameThrowers","regular"
"1014","NY","PHI","Empire","Phoenix",24,13,2015-06-28,"2015-06-28-PHI-NY","Empire","Phoenix","regular"
"1015","IND","MIN","AlleyCats","Wind Chill",21,25,2015-06-28,"2015-06-28-MIN-IND","Wind Chill","AlleyCats","regular"
"1016","PIT","CHI","Thunderbirds","Union",27,26,2015-06-28,"2015-06-28-CHI-PIT","Thunderbirds","Union","regular"
"1012","ROC","NY","Dragons","Empire",19,25,2015-07-03,"2015-07-03-NY-ROC","Empire","Dragons","regular"
"1010","ATL","TB","Hustle","Cannons",21,24,2015-07-04,"2015-07-04-JAX-ATL","Cannons","Hustle","regular"
"1011","OTT","DC","Outlaws","Breeze",25,26,2015-07-04,"2015-07-04-DC-OTT","Breeze","Outlaws","regular"
"1009","MTL","DC","Royal","Breeze",25,21,2015-07-05,"2015-07-05-DC-MTL","Royal","Breeze","regular"
"1007","DC","PHI","Breeze","Phoenix",27,12,2015-07-10,"2015-07-10-PHI-DC","Breeze","Phoenix","regular"
"1008","PIT","DET","Thunderbirds","Mechanix",42,16,2015-07-10,"2015-07-10-DET-PIT","Thunderbirds","Mechanix","regular"
"1001","DC","ROC","Breeze","Dragons",27,19,2015-07-11,"2015-07-11-ROC-DC","Breeze","Dragons","regular"
"1002","CIN","PIT","Revolution","Thunderbirds",27,33,2015-07-11,"2015-07-11-PIT-CIN","Thunderbirds","Revolution","regular"
"1003","TB","NSH","Cannons","Nightwatch",29,27,2015-07-11,"2015-07-11-NSH-JAX","Cannons","Nightwatch","regular"
"1004","SD","LA","Growlers","Aviators",23,22,2015-07-11,"2015-07-11-LA-SD","Growlers","Aviators","regular"
"1005","MIN","IND","Wind Chill","AlleyCats",22,21,2015-07-11,"2015-07-11-IND-MIN","Wind Chill","AlleyCats","regular"
"1006","CAR","CHA","Flyers","Express",26,23,2015-07-11,"2015-07-11-CHA-RAL","Flyers","Express","regular"
"998","PHI","ROC","Phoenix","Dragons",26,16,2015-07-12,"2015-07-12-ROC-PHI","Phoenix","Dragons","regular"
"999","ATL","NSH","Hustle","Nightwatch",28,18,2015-07-12,"2015-07-12-NSH-ATL","Hustle","Nightwatch","regular"
"1000","MAD","IND","Radicals","AlleyCats",25,24,2015-07-12,"2015-07-12-IND-MAD","Radicals","AlleyCats","regular"
"997","TOR","ROC","Rush","Dragons",39,17,2015-07-16,"2015-07-16-ROC-TOR","Rush","Dragons","regular"
"995","MIN","DET","Wind Chill","Mechanix",45,11,2015-07-17,"2015-07-17-DET-MIN","Wind Chill","Mechanix","regular"
"996","MAD","CIN","Radicals","Revolution",39,19,2015-07-17,"2015-07-17-CIN-MAD","Radicals","Revolution","regular"
"988","SEA","VAN","Cascades","Riptide",30,17,2015-07-18,"2015-07-18-VAN-SEA","Cascades","Riptide","regular"
"989","OTT","TOR","Outlaws","Rush",26,30,2015-07-18,"2015-07-18-TOR-OTT","Rush","Outlaws","regular"
"990","SF","OAK","FlameThrowers","Spiders",32,18,2015-07-18,"2015-07-18-SJ-SF","FlameThrowers","Spiders","regular"
"991","LA","SD","Aviators","Growlers",21,16,2015-07-18,"2015-07-18-SD-LA","Aviators","Growlers","regular"
"992","PHI","NY","Phoenix","Empire",17,20,2015-07-18,"2015-07-18-NY-PHI","Empire","Phoenix","regular"
"993","PIT","IND","Thunderbirds","AlleyCats",29,25,2015-07-18,"2015-07-18-IND-PIT","Thunderbirds","AlleyCats","regular"
"994","NSH","CHA","Nightwatch","Express",22,19,2015-07-18,"2015-07-18-CHA-NSH","Nightwatch","Express","regular"
"983","VAN","SEA","Riptide","Cascades",26,24,2015-07-19,"2015-07-19-SEA-VAN","Riptide","Cascades","regular"
"984","TOR","OTT","Rush","Outlaws",25,19,2015-07-19,"2015-07-19-OTT-TOR","Rush","Outlaws","regular"
"985","SD","LA","Growlers","Aviators",21,15,2015-07-19,"2015-07-19-LA-SD","Growlers","Aviators","regular"
"986","CHI","DET","Union","Mechanix",28,12,2015-07-19,"2015-07-19-DET-CHI","Union","Mechanix","regular"
"987","NSH","CHA","Nightwatch","Express",17,18,2015-07-19,"2015-07-19-CHA-NSH","Express","Nightwatch","regular"
"982","MTL","NY","Royal","Empire",20,33,2015-07-24,"2015-07-24-NY-MTL","Empire","Royal","playoff"
"977","SF","SEA","FlameThrowers","Cascades",19,21,2015-07-25,"2015-07-25-SEA-SF","Cascades","FlameThrowers","playoff"
"978","MAD","PIT","Radicals","Thunderbirds",24,21,2015-07-25,"2015-07-25-PIT-MAD","Radicals","Thunderbirds","playoff"
"979","TOR","NY","Rush","Empire",25,19,2015-07-25,"2015-07-25-NY-TOR","Rush","Empire","playoff"
"980","CAR","TB","Flyers","Cannons",28,27,2015-07-25,"2015-07-25-JAX-RAL","Flyers","Cannons","playoff"
"981","PIT","CHI","Thunderbirds","Union",24,23,2015-07-25,"2015-07-25-CHI-PIT","Thunderbirds","Union","playoff"
"976","OAK","SEA","Spiders","Cascades",21,19,2015-07-26,"2015-07-26-SEA-SJ","Spiders","Cascades","playoff"
"974","OAK","TOR","Spiders","Rush",25,20,2015-08-08,"2015-08-08-TOR-SJ","Spiders","Rush","semi"
"975","MAD","CAR","Radicals","Flyers",22,19,2015-08-08,"2015-08-08-RAL-MAD","Radicals","Flyers","semi"
"973","OAK","MAD","Spiders","Radicals",17,15,2015-08-09,"2015-08-09-MAD-SJ","Spiders","Radicals","championship"
"967","SEA","VAN","Cascades","Riptide",25,21,2016-04-02,"2016-04-02-VAN-SEA","Cascades","Riptide","regular"
"968","SD","SF","Growlers","FlameThrowers",23,25,2016-04-02,"2016-04-02-SF-SD","FlameThrowers","Growlers","regular"
"969","ATL","NSH","Hustle","Nightwatch",26,16,2016-04-02,"2016-04-02-NSH-ATL","Hustle","Nightwatch","regular"
"970","CIN","DET","Revolution","Mechanix",12,15,2016-04-02,"2016-04-02-DET-CIN","Mechanix","Revolution","regular"
"971","CAR","CHA","Flyers","Express",23,18,2016-04-02,"2016-04-02-CHA-RAL","Flyers","Express","regular"
"972","DAL","ATX","Legion","Sol",30,18,2016-04-02,"2016-04-02-AUS-DAL","Legion","Sol","regular"
"966","LA","SF","Aviators","FlameThrowers",16,19,2016-04-03,"2016-04-03-SF-LA","FlameThrowers","Aviators","regular"
"964","OAK","SEA","Spiders","Cascades",26,25,2016-04-08,"2016-04-08-SEA-SJ","Spiders","Cascades","regular"
"965","CIN","IND","Revolution","AlleyCats",17,22,2016-04-08,"2016-04-08-IND-CIN","AlleyCats","Revolution","regular"
"956","SF","SEA","FlameThrowers","Cascades",27,18,2016-04-09,"2016-04-09-SEA-SF","FlameThrowers","Cascades","regular"
"957","LA","SD","Aviators","Growlers",21,20,2016-04-09,"2016-04-09-SD-LA","Aviators","Growlers","regular"
"958","DET","PIT","Mechanix","Thunderbirds",16,25,2016-04-09,"2016-04-09-PIT-DET","Thunderbirds","Mechanix","regular"
"959","NY","OTT","Empire","Outlaws",24,19,2016-04-09,"2016-04-09-OTT-NY","Empire","Outlaws","regular"
"960","MAD","MIN","Radicals","Wind Chill",25,11,2016-04-09,"2016-04-09-MIN-MAD","Radicals","Wind Chill","regular"
"961","CAR","TB","Flyers","Cannons",24,19,2016-04-09,"2016-04-09-JAX-RAL","Flyers","Cannons","regular"
"962","ATX","DAL","Sol","Legion",18,29,2016-04-09,"2016-04-09-DAL-AUS","Legion","Sol","regular"
"963","ATL","CHA","Hustle","Express",18,16,2016-04-09,"2016-04-09-CHA-ATL","Hustle","Express","regular"
"954","DC","OTT","Breeze","Outlaws",28,17,2016-04-10,"2016-04-10-OTT-DC","Breeze","Outlaws","regular"
"955","CHI","MIN","Union","Wind Chill",11,17,2016-04-10,"2016-04-10-MIN-CHI","Wind Chill","Union","regular"
"953","DET","CIN","Mechanix","Revolution",20,19,2016-04-15,"2016-04-15-CIN-DET","Mechanix","Revolution","regular"
"944","OAK","SF","Spiders","FlameThrowers",27,32,2016-04-16,"2016-04-16-SF-SJ","FlameThrowers","Spiders","regular"
"945","VAN","SEA","Riptide","Cascades",34,24,2016-04-16,"2016-04-16-SEA-VAN","Riptide","Cascades","regular"
"946","CIN","PIT","Revolution","Thunderbirds",16,25,2016-04-16,"2016-04-16-PIT-CIN","Thunderbirds","Revolution","regular"
"947","TB","NSH","Cannons","Nightwatch",31,22,2016-04-16,"2016-04-16-NSH-JAX","Cannons","Nightwatch","regular"
"948","PHI","MTL","Phoenix","Royal",17,25,2016-04-16,"2016-04-16-MTL-PHI","Royal","Phoenix","regular"
"949","IND","MAD","AlleyCats","Radicals",25,32,2016-04-16,"2016-04-16-MAD-IND","Radicals","AlleyCats","regular"
"950","SD","LA","Growlers","Aviators",19,17,2016-04-16,"2016-04-16-LA-SD","Growlers","Aviators","regular"
"951","MIN","CHI","Wind Chill","Union",22,21,2016-04-16,"2016-04-16-CHI-MIN","Wind Chill","Union","regular"
"952","CHA","ATX","Express","Sol",21,20,2016-04-16,"2016-04-16-AUS-CHA","Express","Sol","regular"
"941","ATL","NSH","Hustle","Nightwatch",21,22,2016-04-17,"2016-04-17-NSH-ATL","Nightwatch","Hustle","regular"
"942","NY","MTL","Empire","Royal",21,19,2016-04-17,"2016-04-17-MTL-NY","Empire","Royal","regular"
"943","CAR","ATX","Flyers","Sol",28,27,2016-04-17,"2016-04-17-AUS-RAL","Flyers","Sol","regular"
"934","DC","TOR","Breeze","Rush",24,25,2016-04-23,"2016-04-23-TOR-DC","Rush","Breeze","regular"
"935","SF","SD","FlameThrowers","Growlers",31,14,2016-04-23,"2016-04-23-SD-SF","FlameThrowers","Growlers","regular"
"936","NSH","CAR","Nightwatch","Flyers",18,20,2016-04-23,"2016-04-23-RAL-NSH","Flyers","Nightwatch","regular"
"937","DAL","TB","Legion","Cannons",32,17,2016-04-23,"2016-04-23-JAX-DAL","Legion","Cannons","regular"
"938","PIT","DET","Thunderbirds","Mechanix",26,16,2016-04-23,"2016-04-23-DET-PIT","Thunderbirds","Mechanix","regular"
"939","CHI","CIN","Union","Revolution",27,19,2016-04-23,"2016-04-23-CIN-CHI","Union","Revolution","regular"
"940","CHA","ATL","Express","Hustle",19,24,2016-04-23,"2016-04-23-ATL-CHA","Hustle","Express","regular"
"931","PHI","TOR","Phoenix","Rush",16,24,2016-04-24,"2016-04-24-TOR-PHI","Rush","Phoenix","regular"
"932","ATX","TB","Sol","Cannons",28,23,2016-04-24,"2016-04-24-JAX-AUS","Sol","Cannons","regular"
"933","IND","CIN","AlleyCats","Revolution",35,14,2016-04-24,"2016-04-24-CIN-IND","AlleyCats","Revolution","regular"
"924","SD","SEA","Growlers","Cascades",17,25,2016-04-30,"2016-04-30-SEA-SD","Cascades","Growlers","regular"
"925","NY","PHI","Empire","Phoenix",28,16,2016-04-30,"2016-04-30-PHI-NY","Empire","Phoenix","regular"
"926","IND","MIN","AlleyCats","Wind Chill",20,21,2016-04-30,"2016-04-30-MIN-IND","Wind Chill","AlleyCats","regular"
"927","PIT","MAD","Thunderbirds","Radicals",18,22,2016-04-30,"2016-04-30-MAD-PIT","Radicals","Thunderbirds","regular"
"928","TOR","DC","Rush","Breeze",24,23,2016-04-30,"2016-04-30-DC-TOR","Rush","Breeze","regular"
"929","CAR","DAL","Flyers","Legion",18,24,2016-04-30,"2016-04-30-DAL-RAL","Legion","Flyers","regular"
"930","TB","ATL","Cannons","Hustle",23,18,2016-04-30,"2016-04-30-ATL-JAX","Cannons","Hustle","regular"
"919","LA","SEA","Aviators","Cascades",17,27,2016-05-01,"2016-05-01-SEA-LA","Cascades","Aviators","regular"
"920","TOR","OTT","Rush","Outlaws",32,15,2016-05-01,"2016-05-01-OTT-TOR","Rush","Outlaws","regular"
"921","CIN","MIN","Revolution","Wind Chill",26,32,2016-05-01,"2016-05-01-MIN-CIN","Wind Chill","Revolution","regular"
"922","MTL","DC","Royal","Breeze",18,26,2016-05-01,"2016-05-01-DC-MTL","Breeze","Royal","regular"
"923","CHA","DAL","Express","Legion",18,30,2016-05-01,"2016-05-01-DAL-CHA","Legion","Express","regular"
"916","SF","OAK","FlameThrowers","Spiders",32,25,2016-05-06,"2016-05-06-SJ-SF","FlameThrowers","Spiders","regular"
"917","SEA","SD","Cascades","Growlers",23,19,2016-05-06,"2016-05-06-SD-SEA","Cascades","Growlers","regular"
"918","OTT","MTL","Outlaws","Royal",31,24,2016-05-06,"2016-05-06-MTL-OTT","Outlaws","Royal","regular"
"907","MTL","TOR","Royal","Rush",31,27,2016-05-07,"2016-05-07-TOR-MTL","Royal","Rush","regular"
"908","VAN","SD","Riptide","Growlers",27,19,2016-05-07,"2016-05-07-SD-VAN","Riptide","Growlers","regular"
"909","ATL","CAR","Hustle","Flyers",25,23,2016-05-07,"2016-05-07-RAL-ATL","Hustle","Flyers","regular"
"910","DC","NY","Breeze","Empire",23,22,2016-05-07,"2016-05-07-NY-DC","Breeze","Empire","regular"
"911","MIN","IND","Wind Chill","AlleyCats",24,23,2016-05-07,"2016-05-07-IND-MIN","Wind Chill","AlleyCats","regular"
"912","PIT","CIN","Thunderbirds","Revolution",31,14,2016-05-07,"2016-05-07-CIN-PIT","Thunderbirds","Revolution","regular"
"913","DET","CHI","Mechanix","Union",13,18,2016-05-07,"2016-05-07-CHI-DET","Union","Mechanix","regular"
"914","NSH","CHA","Nightwatch","Express",24,26,2016-05-07,"2016-05-07-CHA-NSH","Express","Nightwatch","regular"
"915","DAL","ATX","Legion","Sol",24,16,2016-05-07,"2016-05-07-AUS-DAL","Legion","Sol","regular"
"906","MAD","CHI","Radicals","Union",18,11,2016-05-13,"2016-05-13-CHI-MAD","Radicals","Union","regular"
"897","VAN","SF","Riptide","FlameThrowers",18,22,2016-05-14,"2016-05-14-SF-VAN","FlameThrowers","Riptide","regular"
"898","OAK","SEA","Spiders","Cascades",26,27,2016-05-14,"2016-05-14-SEA-SJ","Cascades","Spiders","regular"
"899","TB","CAR","Cannons","Flyers",25,24,2016-05-14,"2016-05-14-RAL-JAX","Cannons","Flyers","regular"
"900","IND","PIT","AlleyCats","Thunderbirds",31,23,2016-05-14,"2016-05-14-PIT-IND","AlleyCats","Thunderbirds","regular"
"901","TOR","NY","Rush","Empire",22,14,2016-05-14,"2016-05-14-NY-TOR","Rush","Empire","regular"
"902","DET","MAD","Mechanix","Radicals",13,26,2016-05-14,"2016-05-14-MAD-DET","Radicals","Mechanix","regular"
"903","PHI","DC","Phoenix","Breeze",15,24,2016-05-14,"2016-05-14-DC-PHI","Breeze","Phoenix","regular"
"904","MIN","CHI","Wind Chill","Union",26,23,2016-05-14,"2016-05-14-CHI-MIN","Wind Chill","Union","regular"
"905","NSH","ATX","Nightwatch","Sol",22,29,2016-05-14,"2016-05-14-AUS-NSH","Sol","Nightwatch","regular"
"895","MTL","NY","Royal","Empire",12,17,2016-05-15,"2016-05-15-NY-MTL","Empire","Royal","regular"
"896","ATL","ATX","Hustle","Sol",22,23,2016-05-15,"2016-05-15-AUS-ATL","Sol","Hustle","regular"
"894","SEA","OAK","Cascades","Spiders",27,17,2016-05-20,"2016-05-20-SJ-SEA","Cascades","Spiders","regular"
"883","VAN","OAK","Riptide","Spiders",22,20,2016-05-21,"2016-05-21-SJ-VAN","Riptide","Spiders","regular"
"884","CHA","CAR","Express","Flyers",14,23,2016-05-21,"2016-05-21-RAL-CHA","Flyers","Express","regular"
"885","CHI","PIT","Union","Thunderbirds",23,24,2016-05-21,"2016-05-21-PIT-CHI","Thunderbirds","Union","regular"
"886","TOR","OTT","Rush","Outlaws",30,24,2016-05-21,"2016-05-21-OTT-TOR","Rush","Outlaws","regular"
"887","ATX","NSH","Sol","Nightwatch",37,25,2016-05-21,"2016-05-21-NSH-AUS","Sol","Nightwatch","regular"
"888","PHI","MTL","Phoenix","Royal",18,21,2016-05-21,"2016-05-21-MTL-PHI","Royal","Phoenix","regular"
"889","SD","LA","Growlers","Aviators",18,26,2016-05-21,"2016-05-21-LA-SD","Aviators","Growlers","regular"
"890","IND","DET","AlleyCats","Mechanix",29,24,2016-05-21,"2016-05-21-DET-IND","AlleyCats","Mechanix","regular"
"891","NY","DC","Empire","Breeze",14,15,2016-05-21,"2016-05-21-DC-NY","Breeze","Empire","regular"
"892","MAD","CIN","Radicals","Revolution",36,23,2016-05-21,"2016-05-21-CIN-MAD","Radicals","Revolution","regular"
"893","TB","ATL","Cannons","Hustle",29,24,2016-05-21,"2016-05-21-ATL-JAX","Cannons","Hustle","regular"
"880","MIN","PIT","Wind Chill","Thunderbirds",24,27,2016-05-22,"2016-05-22-PIT-MIN","Thunderbirds","Wind Chill","regular"
"881","DAL","NSH","Legion","Nightwatch",33,15,2016-05-22,"2016-05-22-NSH-DAL","Legion","Nightwatch","regular"
"882","DC","MTL","Breeze","Royal",28,14,2016-05-22,"2016-05-22-MTL-DC","Breeze","Royal","regular"
"878","MAD","MIN","Radicals","Wind Chill",36,15,2016-05-27,"2016-05-27-MIN-MAD","Radicals","Wind Chill","regular"
"879","CIN","IND","Revolution","AlleyCats",24,28,2016-05-27,"2016-05-27-IND-CIN","AlleyCats","Revolution","regular"
"870","SF","VAN","FlameThrowers","Riptide",30,27,2016-05-28,"2016-05-28-VAN-SF","FlameThrowers","Riptide","regular"
"871","OTT","TOR","Outlaws","Rush",20,35,2016-05-28,"2016-05-28-TOR-OTT","Rush","Outlaws","regular"
"872","SEA","LA","Cascades","Aviators",27,26,2016-05-28,"2016-05-28-LA-SEA","Cascades","Aviators","regular"
"873","CAR","TB","Flyers","Cannons",25,24,2016-05-28,"2016-05-28-JAX-RAL","Flyers","Cannons","regular"
"874","CHI","IND","Union","AlleyCats",19,17,2016-05-28,"2016-05-28-IND-CHI","Union","AlleyCats","regular"
"875","MTL","DC","Royal","Breeze",27,22,2016-05-28,"2016-05-28-DC-MTL","Royal","Breeze","regular"
"876","ATL","DAL","Hustle","Legion",20,26,2016-05-28,"2016-05-28-DAL-ATL","Legion","Hustle","regular"
"877","DET","CIN","Mechanix","Revolution",23,19,2016-05-28,"2016-05-28-CIN-DET","Mechanix","Revolution","regular"
"865","OAK","VAN","Spiders","Riptide",27,17,2016-05-29,"2016-05-29-VAN-SJ","Spiders","Riptide","regular"
"866","TOR","MTL","Rush","Royal",26,14,2016-05-29,"2016-05-29-MTL-TOR","Rush","Royal","regular"
"867","CHA","TB","Express","Cannons",26,23,2016-05-29,"2016-05-29-JAX-CHA","Express","Cannons","regular"
"868","OTT","DC","Outlaws","Breeze",27,22,2016-05-29,"2016-05-29-DC-OTT","Outlaws","Breeze","regular"
"869","NSH","DAL","Nightwatch","Legion",23,34,2016-05-29,"2016-05-29-DAL-NSH","Legion","Nightwatch","regular"
"858","DC","TOR","Breeze","Rush",28,23,2016-06-04,"2016-06-04-TOR-DC","Breeze","Rush","regular"
"859","LA","OAK","Aviators","Spiders",27,24,2016-06-04,"2016-06-04-SJ-LA","Aviators","Spiders","regular"
"860","VAN","SF","Riptide","FlameThrowers",29,27,2016-06-04,"2016-06-04-SF-VAN","Riptide","FlameThrowers","regular"
"861","MAD","PIT","Radicals","Thunderbirds",23,16,2016-06-04,"2016-06-04-PIT-MAD","Radicals","Thunderbirds","regular"
"862","PHI","NY","Phoenix","Empire",17,32,2016-06-04,"2016-06-04-NY-PHI","Empire","Phoenix","regular"
"863","OTT","MTL","Outlaws","Royal",30,27,2016-06-04,"2016-06-04-MTL-OTT","Outlaws","Royal","regular"
"864","DAL","CHA","Legion","Express",28,18,2016-06-04,"2016-06-04-CHA-DAL","Legion","Express","regular"
"853","NY","TOR","Empire","Rush",21,27,2016-06-05,"2016-06-05-TOR-NY","Rush","Empire","regular"
"854","SD","OAK","Growlers","Spiders",22,26,2016-06-05,"2016-06-05-SJ-SD","Spiders","Growlers","regular"
"855","SEA","SF","Cascades","FlameThrowers",28,25,2016-06-05,"2016-06-05-SF-SEA","Cascades","FlameThrowers","regular"
"856","CHI","DET","Union","Mechanix",15,17,2016-06-05,"2016-06-05-DET-CHI","Mechanix","Union","regular"
"857","ATX","CHA","Sol","Express",31,14,2016-06-05,"2016-06-05-CHA-AUS","Sol","Express","regular"
"852","MIN","DET","Wind Chill","Mechanix",31,28,2016-06-10,"2016-06-10-DET-MIN","Wind Chill","Mechanix","regular"
"842","VAN","SEA","Riptide","Cascades",27,24,2016-06-11,"2016-06-11-SEA-VAN","Riptide","Cascades","regular"
"843","CHA","CAR","Express","Flyers",21,29,2016-06-11,"2016-06-11-RAL-CHA","Flyers","Express","regular"
"844","TOR","PHI","Rush","Phoenix",28,6,2016-06-11,"2016-06-11-PHI-TOR","Rush","Phoenix","regular"
"845","MTL","OTT","Royal","Outlaws",21,20,2016-06-11,"2016-06-11-OTT-MTL","Royal","Outlaws","regular"
"846","DC","NY","Breeze","Empire",27,26,2016-06-11,"2016-06-11-NY-DC","Breeze","Empire","regular"
"847","OAK","LA","Spiders","Aviators",27,25,2016-06-11,"2016-06-11-LA-SJ","Spiders","Aviators","regular"
"848","MAD","DET","Radicals","Mechanix",37,19,2016-06-11,"2016-06-11-DET-MAD","Radicals","Mechanix","regular"
"849","TB","DAL","Cannons","Legion",21,27,2016-06-11,"2016-06-11-DAL-JAX","Legion","Cannons","regular"
"850","PIT","CHI","Thunderbirds","Union",26,22,2016-06-11,"2016-06-11-CHI-PIT","Thunderbirds","Union","regular"
"851","NSH","ATL","Nightwatch","Hustle",24,34,2016-06-11,"2016-06-11-ATL-NSH","Hustle","Nightwatch","regular"
"840","OTT","PHI","Outlaws","Phoenix",25,13,2016-06-12,"2016-06-12-PHI-OTT","Outlaws","Phoenix","regular"
