"","team","date","elo","date_numeric"
"1371","AlleyCats",2018-05-05,1495.24692678165,636
"1372","AlleyCats",2018-05-06,1538.17144345398,637
"1373","AlleyCats",2018-05-13,1546.81146416603,644
"1374","AlleyCats",2018-05-26,1551.66853102122,657
"1375","AlleyCats",2018-06-02,1537.54205385308,664
"1376","AlleyCats",2018-06-17,1552.55152847137,679
"1377","AlleyCats",2018-06-23,1553.84765798411,685
"1378","AlleyCats",2018-06-30,1544.6161725666,692
"1379","AlleyCats",2018-07-07,1566.09261663731,699
"1380","AlleyCats",2018-07-14,1591.6478100099,706
"1381","AlleyCats",2018-07-21,1600.04196773043,713
"1382","AlleyCats",2018-07-28,1586.03959979868,720
"1383","Aviators",2018-04-07,1545.94233528845,608
"1384","Aviators",2018-04-14,1532.41368898419,615
"1385","Aviators",2018-04-15,1528.1383997647,616
"1386","Aviators",2018-04-22,1547.24414771388,623
"1387","Aviators",2018-05-05,1554.55179739135,636
"1388","Aviators",2018-05-13,1582.3342845438,644
"1389","Aviators",2018-05-19,1607.81209794998,650
"1390","Aviators",2018-05-26,1612.87475354804,657
"1391","Aviators",2018-06-03,1634.17504391587,665
"1392","Aviators",2018-06-16,1642.90322689373,678
"1393","Aviators",2018-06-23,1672.45873952456,685
"1394","Aviators",2018-06-24,1684.99707063378,686
"1395","Aviators",2018-07-01,1700.53859236604,693
"1396","Aviators",2018-07-14,1640.84175115861,706
"1397","Aviators",2018-07-21,1653.08428202694,713
"1398","Aviators",2018-08-11,1636.47453940614,734
"1399","Breeze",2018-04-07,1610.00462987423,608
"1400","Breeze",2018-04-22,1613.08895052439,623
"1401","Breeze",2018-04-28,1613.08895052439,629
"1402","Breeze",2018-05-05,1599.29119465066,636
"1403","Breeze",2018-05-12,1608.40266450389,643
"1404","Breeze",2018-05-19,1598.02211130791,650
"1405","Breeze",2018-05-20,1584.95446457867,651
"1406","Breeze",2018-05-26,1596.51350201967,657
"1407","Breeze",2018-06-02,1621.35380388694,664
"1408","Breeze",2018-06-09,1635.65047253188,671
"1409","Breeze",2018-06-23,1626.68632045555,685
"1410","Breeze",2018-06-24,1630.3693913683,686
"1411","Breeze",2018-06-30,1634.41871762483,692
"1412","Breeze",2018-07-14,1646.05786203756,706
"1413","Breeze",2018-07-21,1599.00840448974,713
"1414","Cannons",2018-03-31,1485.82791043697,601
"1415","Cannons",2018-04-07,1463.10989516297,608
"1416","Cannons",2018-04-14,1445.53089761968,615
"1417","Cannons",2018-04-21,1437.69393401428,622
"1418","Cannons",2018-04-28,1441.20212635696,629
"1419","Cannons",2018-05-05,1436.10337141214,636
"1420","Cannons",2018-05-12,1428.38501019574,643
"1421","Cannons",2018-05-19,1398.09700603667,650
"1422","Cannons",2018-06-02,1384.35597765579,664
"1423","Cannons",2018-06-17,1377.14895057172,679
"1424","Cannons",2018-06-30,1396.39733554587,692
"1425","Cannons",2018-07-07,1394.05932634648,699
"1426","Cannons",2018-07-08,1405.91945357655,700
"1427","Cannons",2018-07-14,1407.72628297177,706
"1428","Cascades",2018-04-07,1553.19062382275,608
"1429","Cascades",2018-04-14,1509.72562444702,615
"1430","Cascades",2018-04-21,1499.12317321948,622
"1431","Cascades",2018-05-05,1519.50049543262,636
"1432","Cascades",2018-05-13,1491.71800828017,644
"1433","Cascades",2018-05-18,1485.31760414063,649
"1434","Cascades",2018-05-19,1454.11999025423,650
"1435","Cascades",2018-06-02,1424.70950257975,664
"1436","Cascades",2018-06-16,1415.98131960189,678
"1437","Cascades",2018-06-17,1436.23221041985,679
"1438","Cascades",2018-06-23,1422.7494945555,685
"1439","Cascades",2018-07-01,1430.88593484222,693
"1440","Cascades",2018-07-13,1417.47806631896,705
"1441","Cascades",2018-07-14,1472.55164686838,706
"1442","Empire",2018-04-14,1404.56332632346,615
"1443","Empire",2018-04-21,1417.19018469837,622
"1444","Empire",2018-05-05,1430.9879405721,636
"1445","Empire",2018-05-19,1438.64045527383,650
"1446","Empire",2018-05-26,1427.08141783283,657
"1447","Empire",2018-06-02,1433.46738411463,664
"1448","Empire",2018-06-16,1416.94001209818,678
"1449","Empire",2018-06-17,1414.25119470061,679
"1450","Empire",2018-06-23,1402.33376102271,685
"1451","Empire",2018-06-30,1426.0333227141,692
"1452","Empire",2018-07-01,1465.65486509456,693
"1453","Empire",2018-07-07,1472.26611554808,699
"1454","Empire",2018-07-14,1460.62697113535,706
"1455","Empire",2018-07-15,1485.81234966887,707
"1456","Empire",2018-07-21,1532.86180721669,713
"1457","Empire",2018-07-28,1554.19832648878,720
"1458","Empire",2018-08-11,1548.5987149452,734
"1459","FlameThrowers",2018-04-07,1742.64737028232,608
"1460","FlameThrowers",2018-04-14,1749.05646163989,615
"1461","FlameThrowers",2018-04-21,1705.77212780479,622
"1462","FlameThrowers",2018-04-28,1668.64556801041,629
"1463","FlameThrowers",2018-05-05,1648.26824579727,636
"1464","FlameThrowers",2018-05-12,1663.60323868846,643
"1465","FlameThrowers",2018-05-18,1670.003642828,649
"1466","FlameThrowers",2018-06-02,1676.87244199751,664
"1467","FlameThrowers",2018-06-03,1655.57215162968,665
"1468","FlameThrowers",2018-06-16,1663.33018212548,678
"1469","FlameThrowers",2018-06-24,1650.79185101625,686
"1470","FlameThrowers",2018-06-30,1611.16702088829,692
"1471","FlameThrowers",2018-07-01,1595.62549915603,693
"1472","FlameThrowers",2018-07-14,1540.55191860661,706
"1473","Flyers",2018-03-31,1645.97121404799,601
"1474","Flyers",2018-04-07,1625.88932601025,608
"1475","Flyers",2018-04-14,1643.46832355354,615
"1476","Flyers",2018-04-21,1647.29246827375,622
"1477","Flyers",2018-04-27,1620.93131141793,628
"1478","Flyers",2018-04-28,1656.32001204738,629
"1479","Flyers",2018-05-05,1661.4187669922,636
"1480","Flyers",2018-05-12,1652.30729713898,643
"1481","Flyers",2018-05-26,1700.02207295795,657
"1482","Flyers",2018-06-01,1705.15074143864,663
"1483","Flyers",2018-06-16,1706.36204224491,678
"1484","Flyers",2018-06-23,1644.73808325313,685
"1485","Flyers",2018-06-30,1646.47942488927,692
"1486","Flyers",2018-07-07,1649.08348567329,699
"1487","Flyers",2018-07-27,1663.37065510116,719
"1488","Flyers",2018-07-28,1658.22263395958,720
"1489","Growlers",2018-04-07,1360.35297359574,608
"1490","Growlers",2018-04-14,1403.81797297147,615
"1491","Growlers",2018-04-21,1414.42042419901,622
"1492","Growlers",2018-04-27,1408.48261279126,628
"1493","Growlers",2018-04-28,1445.60917258564,629
"1494","Growlers",2018-05-04,1461.04011103576,635
"1495","Growlers",2018-05-19,1435.56229762958,650
"1496","Growlers",2018-05-26,1430.49964203153,657
"1497","Growlers",2018-06-02,1423.63084286202,664
"1498","Growlers",2018-06-09,1418.18570285015,671
"1499","Growlers",2018-06-17,1397.93481203219,679
"1500","Growlers",2018-06-23,1411.41752789654,685
"1501","Growlers",2018-06-30,1451.04235802451,692
"1502","Growlers",2018-07-14,1510.73919923195,706
"1503","Growlers",2018-07-21,1498.49666836361,713
"1504","Hustle",2018-04-07,1418.88240614796,608
"1505","Hustle",2018-04-15,1423.11369314257,616
"1506","Hustle",2018-04-21,1430.95065674797,622
"1507","Hustle",2018-05-05,1417.53284714227,636
"1508","Hustle",2018-05-12,1425.25120835867,643
"1509","Hustle",2018-05-19,1395.6474588092,650
"1510","Hustle",2018-05-20,1392.77857811552,651
"1511","Hustle",2018-06-03,1388.72387121157,665
"1512","Hustle",2018-06-09,1402.37891208842,671
"1513","Hustle",2018-06-16,1392.96060544932,678
"1514","Hustle",2018-06-23,1454.5845644411,685
"1515","Hustle",2018-06-30,1435.33617946696,692
"1516","Hustle",2018-07-07,1432.73211868294,699
"1517","Hustle",2018-07-15,1436.30643036091,707
"1518","Legion",2018-04-07,1780.10956539846,608
"1519","Legion",2018-04-15,1784.38485461795,616
"1520","Legion",2018-04-22,1785.70827140079,623
"1521","Legion",2018-04-28,1750.31957077133,629
"1522","Legion",2018-05-12,1759.85728664017,643
"1523","Legion",2018-05-20,1762.72616733385,651
"1524","Legion",2018-06-02,1767.43505653853,664
"1525","Legion",2018-06-03,1771.48976344247,665
"1526","Legion",2018-06-09,1776.94631201611,671
"1527","Legion",2018-06-16,1786.36461865521,678
"1528","Legion",2018-06-17,1793.57164573927,679
"1529","Legion",2018-06-24,1794.26822552657,686
"1530","Legion",2018-06-30,1795.94372955216,692
"1531","Legion",2018-07-07,1798.28173875155,699
"1532","Legion",2018-07-28,1803.42975989314,720
"1533","Legion",2018-08-11,1809.02937143672,734
"1534","Legion",2018-08-12,1775.21498647718,735
"1535","Mechanix",2018-03-31,1005.34844105137,601
"1536","Mechanix",2018-04-07,1005.0470002189,608
"1537","Mechanix",2018-04-21,1002.54094693519,622
"1538","Mechanix",2018-05-05,994.289242389862,636
"1539","Mechanix",2018-05-12,992.770489780648,643
"1540","Mechanix",2018-05-13,992.359425550568,644
"1541","Mechanix",2018-05-20,987.216284215582,651
"1542","Mechanix",2018-06-02,970.925783648511,664
"1543","Mechanix",2018-06-16,969.905616628368,678
"1544","Mechanix",2018-06-17,963.929310098718,679
"1545","Mechanix",2018-06-23,962.633180585975,685
"1546","Mechanix",2018-06-24,952.063103051851,686
"1547","Mechanix",2018-06-30,947.945883640504,692
"1548","Mechanix",2018-07-14,943.344041819267,706
"1549","Nightwatch",2018-04-15,1050.06692724687,616
"1550","Nightwatch",2018-04-21,1046.24278252666,622
"1551","Nightwatch",2018-04-28,1042.73459018398,629
"1552","Nightwatch",2018-05-06,1073.599740857,637
"1553","Nightwatch",2018-05-19,1103.88774501607,650
"1554","Nightwatch",2018-05-26,1152.20464863841,657
"1555","Nightwatch",2018-06-02,1147.49575943373,664
"1556","Nightwatch",2018-06-09,1133.84071855688,671
"1557","Nightwatch",2018-06-16,1132.62941775061,678
"1558","Nightwatch",2018-06-23,1130.15905637146,685
"1559","Nightwatch",2018-06-24,1129.46247658417,686
"1560","Nightwatch",2018-06-30,1127.72113494802,692
"1561","Nightwatch",2018-07-14,1125.91430555281,706
"1562","Nightwatch",2018-07-15,1122.33999387484,707
"1563","Outlaws",2018-04-21,1232.54212910296,622
"1564","Outlaws",2018-04-22,1229.4578084528,623
"1565","Outlaws",2018-04-28,1217.88248988626,629
"1566","Outlaws",2018-05-06,1232.33581450379,637
"1567","Outlaws",2018-05-20,1231.86902379415,651
"1568","Outlaws",2018-05-27,1254.75908949169,658
"1569","Outlaws",2018-06-02,1248.37312320989,664
"1570","Outlaws",2018-06-03,1238.87084238816,665
"1571","Outlaws",2018-06-08,1230.72258803323,670
"1572","Outlaws",2018-06-16,1229.68738274321,678
"1573","Outlaws",2018-06-24,1226.00431183047,686
"1574","Outlaws",2018-06-30,1202.30475013908,692
"1575","Outlaws",2018-07-08,1197.56788557972,700
"1576","Outlaws",2018-07-15,1243.60855607186,707
"1577","Phoenix",2018-04-15,1138.28844522256,616
"1578","Phoenix",2018-04-21,1188.31404693669,622
"1579","Phoenix",2018-04-28,1188.31404693669,629
"1580","Phoenix",2018-05-05,1220.16341437255,636
"1581","Phoenix",2018-05-06,1205.71008975502,637
"1582","Phoenix",2018-05-19,1198.05757505329,650
"1583","Phoenix",2018-05-26,1197.43960204411,657
"1584","Phoenix",2018-05-27,1174.54953634657,658
"1585","Phoenix",2018-06-03,1184.0518171683,665
"1586","Phoenix",2018-06-09,1227.18223987252,671
"1587","Phoenix",2018-06-24,1275.41628303974,686
"1588","Phoenix",2018-06-30,1271.3669567832,692
"1589","Phoenix",2018-07-07,1264.75570632969,699
"1590","Phoenix",2018-07-15,1239.57032779618,707
"1591","Radicals",2018-04-07,1772.58175482362,608
"1592","Radicals",2018-04-21,1775.08780810734,622
"1593","Radicals",2018-04-28,1783.14264330299,629
"1594","Radicals",2018-05-05,1790.28351031092,636
"1595","Radicals",2018-05-13,1790.694574541,644
"1596","Radicals",2018-05-19,1798.44781589544,650
"1597","Radicals",2018-05-26,1750.73304007647,657
"1598","Radicals",2018-06-08,1758.01106676817,670
"1599","Radicals",2018-06-09,1760.90192236948,671
"1600","Radicals",2018-06-16,1767.75320769884,678
"1601","Radicals",2018-06-17,1752.74373308054,679
"1602","Radicals",2018-06-30,1761.97521849806,692
"1603","Radicals",2018-07-03,1773.14495924412,695
"1604","Radicals",2018-07-14,1774.2893929674,706
"1605","Radicals",2018-07-28,1788.29176089915,720
"1606","Radicals",2018-08-11,1804.90150351996,734
"1607","Radicals",2018-08-12,1838.7158884795,735
"1608","Royal",2018-04-07,1501.09900312163,608
"1609","Royal",2018-04-21,1451.07340140749,622
"1610","Royal",2018-04-28,1462.64871997403,629
"1611","Royal",2018-05-05,1430.79935253817,636
"1612","Royal",2018-05-13,1422.59441581447,644
"1613","Royal",2018-05-20,1435.66206254372,651
"1614","Royal",2018-06-02,1426.72072268859,664
"1615","Royal",2018-06-08,1434.86897704351,670
"1616","Royal",2018-06-16,1451.39634905997,678
"1617","Royal",2018-06-23,1463.31378273787,685
"1618","Royal",2018-06-24,1415.07973957065,686
"1619","Royal",2018-07-01,1375.45819719018,693
"1620","Royal",2018-07-07,1373.93382686884,699
"1621","Royal",2018-07-15,1327.8931563767,707
"1622","Rush",2018-04-14,1758.10607851266,615
"1623","Rush",2018-04-15,1759.41521942143,616
"1624","Rush",2018-04-21,1802.69955325653,622
"1625","Rush",2018-05-13,1810.90448998023,644
"1626","Rush",2018-05-19,1821.28504317621,650
"1627","Rush",2018-05-20,1821.75183388585,651
"1628","Rush",2018-05-26,1822.36980689503,657
"1629","Rush",2018-06-02,1831.31114675015,664
"1630","Rush",2018-06-09,1817.01447810521,671
"1631","Rush",2018-06-16,1818.04968339523,678
"1632","Rush",2018-06-17,1820.7385007928,679
"1633","Rush",2018-06-23,1829.70265286913,685
"1634","Rush",2018-07-07,1831.22702319047,699
"1635","Rush",2018-07-08,1835.96388774983,700
"1636","Rush",2018-07-28,1814.62736847773,720
"1637","Sol",2018-04-14,1371.12772916146,615
"1638","Sol",2018-04-22,1369.80431237862,623
"1639","Sol",2018-04-27,1396.16546923444,628
"1640","Sol",2018-05-05,1409.58327884014,636
"1641","Sol",2018-05-06,1378.71812816712,637
"1642","Sol",2018-05-12,1369.18041229828,643
"1643","Sol",2018-05-19,1398.78416184775,650
"1644","Sol",2018-05-26,1350.46725822541,657
"1645","Sol",2018-06-01,1345.33858974472,663
"1646","Sol",2018-06-02,1359.0796181256,664
"1647","Sol",2018-06-09,1353.62306955197,671
"1648","Sol",2018-06-23,1356.09343093112,685
"1649","Sol",2018-06-30,1354.41792690552,692
"1650","Sol",2018-07-08,1342.55779967545,700
"1651","Sol",2018-07-27,1328.27063024757,719
"1652","Spiders",2018-04-07,1483.66254990094,608
"1653","Spiders",2018-04-14,1477.25345854338,615
"1654","Spiders",2018-04-22,1458.14771059419,623
"1655","Spiders",2018-04-27,1464.08552200195,628
"1656","Spiders",2018-05-04,1448.65458355183,635
"1657","Spiders",2018-05-05,1441.34693387436,636
"1658","Spiders",2018-05-12,1426.01194098317,643
"1659","Spiders",2018-05-19,1457.20955486957,650
"1660","Spiders",2018-06-02,1486.62004254406,664
"1661","Spiders",2018-06-09,1492.06518255592,671
"1662","Spiders",2018-06-16,1484.30715206012,678
"1663","Spiders",2018-06-23,1454.75163942929,685
"1664","Spiders",2018-07-01,1446.61519914257,693
"1665","Spiders",2018-07-13,1460.02306766582,705
"1666","Thunderbirds",2018-04-07,1590.72003543591,608
"1667","Thunderbirds",2018-04-14,1549.2162828534,615
"1668","Thunderbirds",2018-04-21,1512.56686068926,622
"1669","Thunderbirds",2018-04-28,1504.51202549361,629
"1670","Thunderbirds",2018-05-06,1461.58750882129,637
"1671","Thunderbirds",2018-05-12,1426.07810704898,643
"1672","Thunderbirds",2018-05-13,1417.43808633693,644
"1673","Thunderbirds",2018-05-19,1381.96588867758,650
"1674","Thunderbirds",2018-06-02,1357.12558681031,664
"1675","Thunderbirds",2018-06-09,1313.9951641061,671
"1676","Thunderbirds",2018-06-16,1307.14387877674,678
"1677","Thunderbirds",2018-06-23,1323.11691481175,685
"1678","Thunderbirds",2018-06-30,1327.2341342231,692
"1679","Thunderbirds",2018-07-14,1331.83597604433,706
"1680","Union",2018-04-14,1288.67826774167,615
"1681","Union",2018-04-21,1286.72649097397,622
"1682","Union",2018-04-28,1267.39839460074,629
"1683","Union",2018-05-12,1302.90779637305,643
"1684","Union",2018-05-19,1295.15455501861,650
"1685","Union",2018-05-26,1290.29748816342,657
"1686","Union",2018-06-02,1306.58798873049,664
"1687","Union",2018-06-09,1303.69713312918,671
"1688","Union",2018-06-17,1309.67343965883,679
"1689","Union",2018-06-24,1320.24351719296,686
"1690","Union",2018-06-30,1317.10321041951,692
"1691","Union",2018-07-07,1295.6267663488,699
"1692","Union",2018-07-14,1294.48233262552,706
"1693","Union",2018-07-15,1281.41844190221,707
"1694","Wind Chill",2018-04-07,1552.94169196423,608
"1695","Wind Chill",2018-04-21,1554.89346873193,622
"1696","Wind Chill",2018-05-05,1547.75260172399,636
"1697","Wind Chill",2018-05-12,1549.27135433321,643
"1698","Wind Chill",2018-05-19,1584.74355199256,650
"1699","Wind Chill",2018-05-20,1589.88669332754,651
"1700","Wind Chill",2018-06-02,1604.01317049569,664
"1701","Wind Chill",2018-06-08,1596.73514380398,670
"1702","Wind Chill",2018-06-16,1597.75531082413,678
"1703","Wind Chill",2018-06-23,1581.78227478911,685
"1704","Wind Chill",2018-06-30,1584.92258156256,692
"1705","Wind Chill",2018-07-03,1573.75284081649,695
"1706","Wind Chill",2018-07-14,1548.1976474439,706
"1707","Wind Chill",2018-07-15,1561.26153816721,707
"1708","Wind Chill",2018-07-21,1552.86738044668,713
"1709","AlleyCats",2019-04-14,1575.64810336222,769
"1710","AlleyCats",2019-04-20,1576.17519173314,775
"1711","AlleyCats",2019-04-27,1578.6099731199,782
"1712","AlleyCats",2019-05-04,1591.67877512815,789
"1713","AlleyCats",2019-05-11,1551.63363827837,796
"1714","AlleyCats",2019-05-18,1570.74222056378,803
"1715","AlleyCats",2019-05-25,1555.03415333123,810
"1716","AlleyCats",2019-06-01,1586.72698117805,817
"1717","AlleyCats",2019-06-22,1591.48995880086,838
"1718","AlleyCats",2019-06-29,1607.4837267209,845
"1719","AlleyCats",2019-07-06,1612.29399569601,852
"1720","AlleyCats",2019-07-14,1563.54088141289,860
"1721","AlleyCats",2019-07-27,1582.5640214705,873
"1722","AlleyCats",2019-08-10,1571.9515696185,887
"1723","Aviators",2019-04-06,1617.88018228807,761
"1724","Aviators",2019-04-12,1626.40886990478,767
"1725","Aviators",2019-04-20,1646.57493647417,775
"1726","Aviators",2019-04-27,1653.7745337643,782
"1727","Aviators",2019-05-04,1677.82687370748,789
"1728","Aviators",2019-05-11,1635.57716239691,796
"1729","Aviators",2019-05-18,1641.30463894357,803
"1730","Aviators",2019-06-01,1619.50166205358,817
"1731","Aviators",2019-06-15,1632.02080203533,831
"1732","Aviators",2019-06-22,1649.61880089224,838
"1733","Aviators",2019-06-30,1657.3687853375,846
"1734","Aviators",2019-07-06,1676.7300217672,852
"1735","Aviators",2019-07-20,1651.25414554052,866
"1736","Breeze",2019-04-13,1581.55544117282,768
"1737","Breeze",2019-04-20,1583.55375130676,775
"1738","Breeze",2019-05-04,1587.68048662888,789
"1739","Breeze",2019-05-11,1580.50549894386,796
"1740","Breeze",2019-05-18,1561.07283936376,803
"1741","Breeze",2019-05-19,1567.94684130988,804
"1742","Breeze",2019-05-26,1576.92839618472,811
"1743","Breeze",2019-06-01,1565.50367817205,817
"1744","Breeze",2019-06-15,1579.86098662643,831
"1745","Breeze",2019-06-16,1591.75911236524,832
"1746","Breeze",2019-06-22,1593.92886652077,838
"1747","Breeze",2019-07-06,1583.63403497441,852
"1748","Breeze",2019-07-20,1578.84388209731,866
"1749","Cannons",2019-04-06,1415.75516871949,761
"1750","Cannons",2019-04-20,1429.98901229044,775
"1751","Cannons",2019-05-11,1413.89580165758,796
"1752","Cannons",2019-05-18,1430.7947547994,803
"1753","Cannons",2019-05-19,1426.64917289411,804
"1754","Cannons",2019-05-25,1403.58455979217,810
"1755","Cannons",2019-06-01,1418.26000454612,817
"1756","Cannons",2019-06-14,1406.35807042559,830
"1757","Cannons",2019-06-22,1402.49521914888,838
"1758","Cannons",2019-06-23,1368.40864222273,839
"1759","Cannons",2019-06-29,1361.67520368063,845
"1760","Cannons",2019-07-13,1360.77167886718,859
"1761","Cascades",2019-04-06,1459.56426406724,761
"1762","Cascades",2019-04-20,1439.39819749786,775
"1763","Cascades",2019-04-26,1432.56706889837,781
"1764","Cascades",2019-04-27,1425.36747160824,782
"1765","Cascades",2019-05-04,1452.23336372294,789
"1766","Cascades",2019-05-11,1429.98837932317,796
"1767","Cascades",2019-06-01,1403.66231624753,817
"1768","Cascades",2019-06-15,1417.01381593226,831
"1769","Cascades",2019-06-22,1395.43042243061,838
"1770","Cascades",2019-06-29,1392.98800349577,845
"1771","Cascades",2019-06-30,1385.23801905051,846
"1772","Cascades",2019-07-06,1365.87678262082,852
"1773","Empire",2019-04-13,1566.05167826211,768
"1774","Empire",2019-04-27,1582.36337344752,782
"1775","Empire",2019-04-28,1587.14611606322,783
"1776","Empire",2019-05-11,1594.32110374824,796
"1777","Empire",2019-05-18,1632.78640229523,803
"1778","Empire",2019-05-25,1635.14107974685,810
"1779","Empire",2019-06-01,1646.56579775951,817
"1780","Empire",2019-06-15,1648.78043835624,831
"1781","Empire",2019-06-22,1663.23010980263,838
"1782","Empire",2019-06-29,1674.36743000961,845
"1783","Empire",2019-06-30,1681.16083699524,846
"1784","Empire",2019-07-06,1686.10105806332,852
"1785","Empire",2019-07-21,1709.47367609887,867
"1786","Empire",2019-08-10,1720.08612795087,887
"1787","Empire",2019-08-11,1762.37909637921,888
"1788","Flyers",2019-04-05,1651.53712374634,760
"1789","Flyers",2019-04-06,1663.17980356101,761
"1790","Flyers",2019-04-13,1677.13881053551,768
"1791","Flyers",2019-04-27,1693.97434191426,782
"1792","Flyers",2019-05-05,1696.93558243526,790
"1793","Flyers",2019-05-11,1713.02879306812,796
"1794","Flyers",2019-05-18,1716.70074521394,803
"1795","Flyers",2019-06-15,1746.48722040418,831
"1796","Flyers",2019-06-22,1732.03754895778,838
"1797","Flyers",2019-06-29,1738.77098749988,845
"1798","Flyers",2019-07-05,1761.40038428456,851
"1799","Flyers",2019-07-13,1762.30390909801,859
"1800","Flyers",2019-07-27,1718.76296035327,873
"1801","Growlers",2019-04-06,1517.09102548168,761
"1802","Growlers",2019-04-13,1522.79810873809,768
"1803","Growlers",2019-04-20,1551.97056036499,775
"1804","Growlers",2019-04-26,1558.80168896447,781
"1805","Growlers",2019-05-04,1531.93579684977,789
"1806","Growlers",2019-05-11,1574.18550816035,796
"1807","Growlers",2019-05-17,1587.67383853552,802
"1808","Growlers",2019-06-01,1609.47681542551,817
"1809","Growlers",2019-06-15,1596.95767544376,831
"1810","Growlers",2019-06-22,1618.54106894541,838
"1811","Growlers",2019-06-29,1620.98348788025,845
"1812","Growlers",2019-07-06,1641.80363932839,852
"1813","Growlers",2019-07-20,1667.27951555506,866
"1814","Growlers",2019-08-10,1618.90983209798,887
"1815","Hustle",2019-04-06,1428.27754461319,761
"1816","Hustle",2019-04-13,1414.31853763869,768
"1817","Hustle",2019-04-20,1400.08469406774,775
"1818","Hustle",2019-04-27,1383.24916268899,782
"1819","Hustle",2019-05-04,1397.66662569826,789
"1820","Hustle",2019-05-11,1437.71176254804,796
"1821","Hustle",2019-05-18,1434.03981040222,803
"1822","Hustle",2019-05-25,1457.10442350416,810
"1823","Hustle",2019-06-02,1441.8524624789,818
"1824","Hustle",2019-06-29,1438.77111668877,845
"1825","Hustle",2019-06-30,1449.21229412112,846
"1826","Hustle",2019-07-06,1488.00754342802,852
"1827","Legion",2019-04-05,1781.90049669042,760
"1828","Legion",2019-04-13,1746.68173674014,768
"1829","Legion",2019-04-20,1748.84018177262,775
"1830","Legion",2019-05-11,1756.68972073833,796
"1831","Legion",2019-05-19,1760.83530264362,804
"1832","Legion",2019-05-25,1762.54208603291,810
"1833","Legion",2019-06-14,1774.44402015344,830
"1834","Legion",2019-06-15,1744.6575449632,831
"1835","Legion",2019-06-22,1748.52039623991,838
"1836","Legion",2019-06-29,1751.60174203004,845
"1837","Legion",2019-07-05,1728.97234524535,851
"1838","Legion",2019-07-06,1690.17709593846,852
"1839","Legion",2019-07-27,1733.7180446832,873
"1840","Legion",2019-08-10,1782.08772814028,887
"1841","Legion",2019-08-11,1739.79475971195,888
"1842","Mechanix",2019-04-20,942.816953448344,775
"1843","Mechanix",2019-04-27,940.382172061581,782
"1844","Mechanix",2019-05-05,934.561290172863,790
"1845","Mechanix",2019-05-18,930.993448989821,803
"1846","Mechanix",2019-05-26,930.419251499581,811
"1847","Mechanix",2019-06-01,922.542015532607,817
"1848","Mechanix",2019-06-16,919.837408002626,832
"1849","Mechanix",2019-06-22,906.876937664557,838
"1850","Mechanix",2019-06-29,905.658501134135,845
"1851","Mechanix",2019-06-30,904.020425405044,846
"1852","Mechanix",2019-07-06,901.456974284539,852
"1853","Mechanix",2019-07-14,901.080344936012,860
"1854","Outlaws",2019-04-27,1238.98057537217,782
"1855","Outlaws",2019-05-04,1234.85384005005,789
"1856","Outlaws",2019-05-05,1215.29524662021,790
"1857","Outlaws",2019-05-11,1215.02822816437,796
"1858","Outlaws",2019-05-18,1234.46088774447,803
"1859","Outlaws",2019-05-25,1232.10621029285,810
"1860","Outlaws",2019-06-01,1216.23596764691,817
"1861","Outlaws",2019-06-15,1231.27086423778,831
"1862","Outlaws",2019-06-23,1225.58862648036,839
"1863","Outlaws",2019-06-30,1218.79521949473,846
"1864","Outlaws",2019-07-04,1211.14255933515,850
"1865","Outlaws",2019-07-13,1219.22627009642,859
"1866","Phoenix",2019-04-20,1237.57201766224,775
"1867","Phoenix",2019-04-27,1221.26032247684,782
"1868","Phoenix",2019-05-05,1240.81891590668,790
"1869","Phoenix",2019-05-19,1279.04432952078,804
"1870","Phoenix",2019-05-25,1237.71572218389,810
"1871","Phoenix",2019-06-15,1235.50108158717,831
"1872","Phoenix",2019-06-16,1223.60295584836,832
"1873","Phoenix",2019-06-22,1221.43320169283,838
"1874","Phoenix",2019-06-29,1246.41002961156,845
"1875","Phoenix",2019-07-06,1241.46980854348,852
"1876","Phoenix",2019-07-13,1233.38609778221,859
"1877","Phoenix",2019-07-14,1248.25328518519,860
"1878","Radicals",2019-04-14,1849.10738491597,769
"1879","Radicals",2019-04-20,1850.6087738972,775
"1880","Radicals",2019-05-11,1834.55151733801,796
"1881","Radicals",2019-05-18,1838.96652536091,803
"1882","Radicals",2019-05-25,1808.31309409692,810
"1883","Radicals",2019-05-26,1808.88729158716,811
"1884","Radicals",2019-06-01,1777.19446374034,817
"1885","Radicals",2019-06-15,1749.11934519576,831
"1886","Radicals",2019-06-22,1729.52023640605,838
"1887","Radicals",2019-06-28,1697.40825641945,844
"1888","Radicals",2019-07-06,1704.32691244462,852
"1889","Radicals",2019-07-14,1704.70354179315,860
"1890","Royal",2019-04-28,1323.110413761,783
"1891","Royal",2019-05-04,1321.78582191493,789
"1892","Royal",2019-05-19,1314.91181996882,804
"1893","Royal",2019-05-25,1356.2404273057,810
"1894","Royal",2019-05-26,1347.25887243086,811
"1895","Royal",2019-06-01,1363.12911507681,817
"1896","Royal",2019-06-02,1360.76334373583,818
"1897","Royal",2019-06-15,1345.72844714495,831
"1898","Royal",2019-06-22,1366.65246726495,838
"1899","Royal",2019-06-29,1355.51514705797,845
"1900","Royal",2019-07-04,1363.16780721754,850
"1901","Royal",2019-07-14,1348.30061981456,860
"1902","Rush",2019-04-27,1819.25534917742,782
"1903","Rush",2019-05-04,1820.57994102348,789
"1904","Rush",2019-05-11,1820.84695947932,796
